ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	INS	TZD	SU	DPP4	MFN	GLP1	Glinide	Acarbose	SGLT2
8028541000033115	NA	Galvus Met Tablets 1 gram + 50 mg	Galvus Met Tablets 1 gram + 50 mg	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0
8115741000033119	21245011000001106	Linagliptin 2.5mg / Metformin 1g tablets	Linagliptin 2.5mg / Metformin 1g tablets	Tablet	Oral	Linagliptin/ Metformin hydrochloride	2.500mg + 1000.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
8115841000033112	21245111000001107	Linagliptin 2.5mg / Metformin 850mg tablets	Linagliptin 2.5mg / Metformin 850mg tablets	Tablet	Oral	Linagliptin/ Metformin hydrochloride	2.500mg + 850.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
8115941000033116	21208511000001102	Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd)	Jentadueto 2.5mg/1000mg tablets	Tablet	Oral	Linagliptin/ Metformin hydrochloride	2.500mg + 1000.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
8116041000033114	21208211000001100	Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd)	Jentadueto 2.5mg/850mg tablets	Tablet	Oral	Linagliptin/ Metformin hydrochloride	2.500mg + 850.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
8125241000033119	21366911000001103	Glimepiride 6mg/5ml oral suspension	Glimepiride 6mg/5ml oral suspension	Oral suspension	Oral	Glimepiride	1.200mg/1.000ml	NA	NA	0	0	1	0	0	0	0	0	0
8199341000033118	703679006	Dapagliflozin 5mg tablets	Dapagliflozin 5mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate	5.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
8199441000033112	703680009	Dapagliflozin 10mg tablets	Dapagliflozin 10mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate	10.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
8199541000033113	21609511000001105	Forxiga 5mg tablets (AstraZeneca UK Ltd)	Forxiga 5mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate	5.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
8199641000033114	21609811000001108	Forxiga 10mg tablets (AstraZeneca UK Ltd)	Forxiga 10mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate	10.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
8242541000033112	21711511000001101	Saxagliptin 2.5mg / Metformin 850mg tablets	Saxagliptin 2.5mg / Metformin 850mg tablets	Tablet	Oral	Metformin hydrochloride/ Saxagliptin hydrochloride	850.000mg + 2.500mg	6010203	NA	0	0	0	1	1	0	0	0	0
8242641000033113	21711411000001100	Saxagliptin 2.5mg / Metformin 1g tablets	Saxagliptin 2.5mg / Metformin 1g tablets	Tablet	Oral	Metformin hydrochloride/ Saxagliptin hydrochloride	1.000gram + 2.500mg	6010203	NA	0	0	0	1	1	0	0	0	0
8242741000033116	21705311000001107	Komboglyze 2.5mg/850mg tablets (AstraZeneca UK Ltd)	Komboglyze 2.5mg/850mg tablets	Tablet	Oral	Metformin hydrochloride/ Saxagliptin hydrochloride	850.000mg + 2.500mg	6010203	NA	0	0	0	1	1	0	0	0	0
8242841000033114	21705611000001102	Komboglyze 2.5mg/1000mg tablets (AstraZeneca UK Ltd)	Komboglyze 2.5mg/1000mg tablets	Tablet	Oral	Metformin hydrochloride/ Saxagliptin hydrochloride	1.000gram + 2.500mg	6010203	NA	0	0	0	1	1	0	0	0	0
8267341000033110	21994611000001106	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Lixisenatide	50.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
8267441000033116	21994811000001105	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Lixisenatide	100.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
8267541000033115	21941511000001102	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Lixisenatide	50.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
8267641000033119	21941011000001105	Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Lixisenatide	100.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
8268441000033115	21994711000001102	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Not applicable	Route of administration not applicable	NA	NA	6010203	NA	0	0	0	0	0	1	0	0	0
8268641000033118	21953711000001106	Lyxumia 10micrograms/20micrograms treatment initiation pack (Sanofi)	Lyxumia 10micrograms/20micrograms treatment initiation pack	Not applicable	NA	NA	NA	6010203	NA	0	0	0	0	0	1	0	0	0
8298141000033113	22226111000001104	Gliclazide 60mg modified-release tablets	Gliclazide 60mg modified-release tablets	Modified-release tablet	Oral	Gliclazide	60.000mg	NA	NA	0	0	1	0	0	0	0	0	0
8298241000033118	22225011000001109	Laaglyda MR 60mg tablets (Consilient Health Ltd)	Laaglyda MR 60mg tablets	Modified-release tablet	Oral	Gliclazide	60.000mg	NA	NA	0	0	1	0	0	0	0	0	0
8348941000033113	22308811000001109	Bolamyn SR 1000mg tablets (Teva UK Ltd)	Bolamyn SR 1000mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
837041000033115	NA	Libanil Tablets 2.5 mg	Libanil Tablets 2.5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
837141000033116	NA	Libanil Tablets 5 mg	Libanil Tablets 5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
869841000033114	NA	Malix Tablets 2.5 mg	Malix Tablets 2.5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
869941000033118	NA	Malix Tablets 5 mg	Malix Tablets 5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
8839341000033116	23369611000001106	Glidipion 30mg tablets (Actavis UK Ltd)	Glidipion 30mg tablets	Tablet	Oral	Pioglitazone hydrochloride	30.000mg	NA	NA	0	1	0	0	0	0	0	0	0
8839441000033110	23372211000001107	Glidipion 45mg tablets (Actavis UK Ltd)	Glidipion 45mg tablets	Tablet	Oral	Pioglitazone hydrochloride	45.000mg	NA	NA	0	1	0	0	0	0	0	0	0
8959241000033118	23637511000001104	Alogliptin 6.25mg tablets	Alogliptin 6.25mg tablets	Tablet	Oral	Alogliptin benzoate	6.250mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959341000033111	23637311000001105	Alogliptin 12.5mg tablets	Alogliptin 12.5mg tablets	Tablet	Oral	Alogliptin benzoate	12.500mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959441000033117	23637411000001103	Alogliptin 25mg tablets	Alogliptin 25mg tablets	Tablet	Oral	Alogliptin benzoate	25.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959541000033116	23634111000001103	Vipidia 6.25mg tablets (Takeda UK Ltd)	Vipidia 6.25mg tablets	Tablet	Oral	Alogliptin benzoate	6.250mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959641000033115	23636011000001109	Vipidia 12.5mg tablets (Takeda UK Ltd)	Vipidia 12.5mg tablets	Tablet	Oral	Alogliptin benzoate	12.500mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959741000033112	23636311000001107	Vipidia 25mg tablets (Takeda UK Ltd)	Vipidia 25mg tablets	Tablet	Oral	Alogliptin benzoate	25.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
8959841000033119	23637211000001102	Alogliptin 12.5mg / Metformin 1g tablets	Alogliptin 12.5mg / Metformin 1g tablets	Tablet	Oral	Alogliptin benzoate/ Metformin hydrochloride	12.500mg + 1.000gram	6010203	NA	0	0	0	1	1	0	0	0	0
8959941000033110	23632611000001103	Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd)	Vipdomet 12.5mg/1000mg tablets	Tablet	Oral	Alogliptin benzoate/ Metformin hydrochloride	12.500mg + 1.000gram	6010203	NA	0	0	0	1	1	0	0	0	0
896941000033112	325278007	Metformin 500mg tablets	Metformin 500mg tablets	Tablet	Oral	Metformin hydrochloride	500.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
897041000033113	325279004	Metformin 850mg tablets	Metformin 850mg tablets	Tablet	Oral	Metformin hydrochloride	850.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
9106041000033110	24054611000001100	Dapagliflozin 5mg / Metformin 1g tablets	Dapagliflozin 5mg / Metformin 1g tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 1.000gram	6010203	NA	0	0	0	0	1	0	0	0	1
9106141000033114	24054711000001109	Dapagliflozin 5mg / Metformin 850mg tablets	Dapagliflozin 5mg / Metformin 850mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 850.000mg	6010203	NA	0	0	0	0	1	0	0	0	1
9106241000033119	24018511000001102	Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd)	Xigduo 5mg/1000mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 1.000gram	6010203	NA	0	0	0	0	1	0	0	0	1
9106341000033112	24018111000001106	Xigduo 5mg/850mg tablets (AstraZeneca UK Ltd)	Xigduo 5mg/850mg tablets	Tablet	Oral	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 850.000mg	6010203	NA	0	0	0	0	1	0	0	0	1
9110341000033112	703682001	Canagliflozin 100mg tablets	Canagliflozin 100mg tablets	Tablet	Oral	Canagliflozin hemihydrate	100.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9110441000033118	24104511000001103	Canagliflozin 300mg tablets	Canagliflozin 300mg tablets	Tablet	Oral	Canagliflozin hemihydrate	300.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9110541000033117	24088611000001101	Invokana 100mg tablets (Napp Pharmaceuticals Ltd)	Invokana 100mg tablets	Tablet	Oral	Canagliflozin hemihydrate	100.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9110641000033116	24088311000001106	Invokana 300mg tablets (Napp Pharmaceuticals Ltd)	Invokana 300mg tablets	Tablet	Oral	Canagliflozin hemihydrate	300.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
920141000033112	808711000001104	Minodiab 2.5mg tablets (Pfizer Ltd)	Minodiab 2.5mg tablets	Tablet	Oral	Glipizide	2.500mg	6010201	NA	0	0	1	0	0	0	0	0	0
920241000033117	652411000001107	Minodiab 5mg tablets (Pfizer Ltd)	Minodiab 5mg tablets	Tablet	Oral	Glipizide	5.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
9230641000033113	24568411000001100	Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)	Sukkarto SR 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
9230841000033114	24568211000001104	Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd)	Sukkarto SR 1000mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
9336641000033119	25290511000001101	Empagliflozin 10mg tablets	Empagliflozin 10mg tablets	Tablet	Oral	Empagliflozin	10.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9336841000033118	25290611000001102	Empagliflozin 25mg tablets	Empagliflozin 25mg tablets	Tablet	Oral	Empagliflozin	25.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9337141000033114	25238811000001107	Jardiance 10mg tablets (Boehringer Ingelheim Ltd)	Jardiance 10mg tablets	Tablet	Oral	Empagliflozin	10.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9337241000033119	25239711000001108	Jardiance 25mg tablets (Boehringer Ingelheim Ltd)	Jardiance 25mg tablets	Tablet	Oral	Empagliflozin	25.000mg	6010203	NA	0	0	0	0	0	0	0	0	1
9851541000033114	28049211000001101	Canagliflozin 50mg / Metformin 1g tablets	Canagliflozin 50mg / Metformin 1g tablets	Tablet	Oral	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 1.000gram	6010203	NA	0	0	0	0	1	0	0	0	1
9851641000033110	28049311000001109	Canagliflozin 50mg / Metformin 850mg tablets	Canagliflozin 50mg / Metformin 850mg tablets	Tablet	Oral	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 850.000mg	6010203	NA	0	0	0	0	1	0	0	0	1
9851741000033118	28022511000001109	Vokanamet 50mg/850mg tablets (Napp Pharmaceuticals Ltd)	Vokanamet 50mg/850mg tablets	Tablet	Oral	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 850.000mg	6010203	NA	0	0	0	0	1	0	0	0	1
9851841000033111	28024411000001103	Vokanamet 50mg/1000mg tablets (Napp Pharmaceuticals Ltd)	Vokanamet 50mg/1000mg tablets	Tablet	Oral	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 1.000gram	6010203	NA	0	0	0	0	1	0	0	0	1
13712241000033110	38840211000001106	Semaglutide 3mg tablets	Semaglutide 3mg tablets	Tablet	Oral	Semaglutide	3.000mg	NA	NA	0	0	0	0	0	1	0	0	0
13712341000033117	38840311000001103	Semaglutide 7mg tablets	Semaglutide 7mg tablets	Tablet	Oral	Semaglutide	7.000mg	NA	NA	0	0	0	0	0	1	0	0	0
13712541000033112	38731811000001101	Rybelsus 3mg tablets (Novo Nordisk Ltd)	Rybelsus 3mg tablets	Tablet	Oral	Semaglutide	3.000mg	NA	NA	0	0	0	0	0	1	0	0	0
13712641000033113	38732111000001103	Rybelsus 7mg tablets (Novo Nordisk Ltd)	Rybelsus 7mg tablets	Tablet	Oral	Semaglutide	7.000mg	NA	NA	0	0	0	0	0	1	0	0	0
