ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	name	drug_substance
721641000033116		Human Insulatard Ge Injection 100 units/ml	Human Insulatard Ge Injection 100 units/ml							insulatard	Intermediate insulin
722841000033112	3271011000001104	Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin M5 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml			isophane	Intermediate insulin
722941000033116		Human Mixtard 30 Ge Injection	Human Mixtard 30 Ge Injection							mixtard	Intermediate insulin
723241000033118	3280111000001104	Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)	Humalog 100units/ml solution for injection 10ml vials	Solution for injection	Intravenous/ Subcutaneous/ Intramuscular	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		lispro	Bolus insulin
723341000033111		Hupurin Porcine Neutral Injection 100 i.u./ml	Hupurin Porcine Neutral Injection 100 i.u./ml							hupurin	Bolus insulin
723441000033117		Hupurin Porcine Neutral Injection (cartridges) 100 i.u./ml	Hupurin Porcine Neutral Injection (cartridges) 100 i.u./ml							hupurin	Bolus insulin
723941000033110		Human Monotard (Novo) Injection 100 units/ml	Human Monotard (Novo) Injection 100 units/ml							monotard	Basal insulin
724041000033112	3255911000001101	Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin I 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
724141000033111		Humulin M1 Injection	Humulin M1 Injection							humulin m	Intermediate insulin
724241000033116		Humulin M2 Injection	Humulin M2 Injection							humulin m	Intermediate insulin
724341000033114	3312611000001100	Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin S 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous/ Intravenous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010300		humulin s	Bolus insulin
724541000033119	3281811000001103	Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin Zn 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin zinc suspension crystalline human	100.000unit/1.000ml + 100.000unit/1.000ml			zinc suspension	Basal insulin
724941000033113		Human Ultratard Injection 100 units/ml	Human Ultratard Injection 100 units/ml							ultratard	Basal insulin
725041000033113		Human Actraphane(Nova) Injection	Human Actraphane(Nova) Injection							actraphane	Intermediate insulin
725141000033112		Human Initard 50/50 Insulin Injection 100 units/ml	Human Initard 50/50 Insulin Injection 100 units/ml							initard 50/50	Intermediate insulin
725241000033117		Humulin M4 Injection	Humulin M4 Injection							humulin m	Intermediate insulin
725341000033110	3274811000001107	Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin M3 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml	6010102		isophane	Intermediate insulin
725541000033115		Human Velosulin Injection 100 u/ml	Human Velosulin Injection 100 u/ml							velosulin	Bolus insulin
725641000033119		Human Protaphane Injection 100u/ml	Human Protaphane Injection 100u/ml							protaphane	Basal insulin
725841000033118	3284911000001106	Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humulin Lente 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin zinc suspension mixed human	100.000unit/1.000ml + 100.000unit/1.000ml			zinc suspension	Basal insulin
725941000033114		Human Actrapid Injection 100 units/ml	Human Actrapid Injection 100 units/ml							actrapid	Bolus insulin
726041000033116		Human Mixtard 30 Injection 10 ml vial	Human Mixtard 30 Injection 10 ml vial							mixtard	Intermediate insulin
726141000033117		Human Mixtard 10 Penfill cartridges (3 ml)	Human Mixtard 10 Penfill cartridges (3 ml)							mixtard	Intermediate insulin
726241000033112		Human Mixtard 20 Penfill cartridges (3 ml)	Human Mixtard 20 Penfill cartridges (3 ml)							mixtard	Intermediate insulin
726341000033119		Human Mixtard 30 Penfill cartridges (3 ml)	Human Mixtard 30 Penfill cartridges (3 ml)							mixtard	Intermediate insulin
726441000033113		Human Mixtard 40 Penfill cartridges (3 ml)	Human Mixtard 40 Penfill cartridges (3 ml)							mixtard	Intermediate insulin
726541000033114		Human Mixtard 50 Penfill cartridges (3 ml)	Human Mixtard 50 Penfill cartridges (3 ml)							mixtard	Intermediate insulin
726641000033110		Human Insulatard Ge Penfill cartridges (3 ml) 100 units/ml	Human Insulatard Ge Penfill cartridges (3 ml) 100 units/ml							insulatard	Intermediate insulin
726941000033115		Human Insulatard Ge Preloaded pen 100 units/ml	Human Insulatard Ge Preloaded pen 100 units/ml							insulatard	Intermediate insulin
727041000033119	3290411000001108	HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd)	HumaJect S Pen 100units/ml solution for injection	Solution for injection	Subcutaneous/ Intravenous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		humaject s	Bolus insulin
727141000033115		Humaject (Humulin M1) Preloaded pen	Humaject (Humulin M1) Preloaded pen							humulin m	Intermediate insulin
727241000033110		Humaject (Humulin M2) Preloaded pen	Humaject (Humulin M2) Preloaded pen							humulin m	Intermediate insulin
727341000033117	3272211000001102	HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd)	HumaJect M3 Pen 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml	6010102		isophane	Intermediate insulin
727441000033111		Humaject (Humulin M4) Preloaded pen	Humaject (Humulin M4) Preloaded pen							humulin m	Intermediate insulin
727541000033112		Humaject (Humulin M5) Preloaded pen	Humaject (Humulin M5) Preloaded pen							humulin m	Intermediate insulin
727641000033113		Humaject (Humulin I) Preloaded pen 100 units/ml	Humaject (Humulin I) Preloaded pen 100 units/ml							humulin i	Intermediate insulin
7341000033112		Actrapid Mc Injection 100 units/1 ml	Actrapid Mc Injection 100 units/1 ml							actrapid	Bolus insulin
734741000033113		Hypurin Porcine Biphasic Isophane Injection	Hypurin Porcine Biphasic Isophane Injection							biphasic	Intermediate insulin
734841000033115		Hypurin Porcine Biphasic Isophane Injection (cartridges)	Hypurin Porcine Biphasic Isophane Injection (cartridges)							biphasic	Intermediate insulin
734941000033111	3284011000001107	Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane porcine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
735041000033111		Hypurin Porcine Isophane Injection (cartridges) 100 units/ml	Hypurin Porcine Isophane Injection (cartridges) 100 units/ml							hypurin porcine isophane	Intermediate insulin
735141000033110		Hypurin Bovine Isophane Injection (cartridges) 100 units/ml	Hypurin Bovine Isophane Injection (cartridges) 100 units/ml							hypurin bovine isophane	Intermediate insulin
735241000033115		Hypurin Bovine Lente Injection (cartridges) 100 i.u./ml	Hypurin Bovine Lente Injection (cartridges) 100 i.u./ml							hypurin bovine lente	Basal insulin
735341000033113		Hypurin Bovine Neutral Injection (cartridges) 100 units/ml	Hypurin Bovine Neutral Injection (cartridges) 100 units/ml							hypurin bovine neutral	Bolus insulin
735441000033119	3285011000001106	Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials	Solution for injection	Intravenous/ Intramuscular/ Subcutaneous	Insulin soluble porcine	100.000unit/1.000ml + 100.000unit/1.000ml	6010300		hypurin porcine neutral	Bolus insulin
735541000033118		Hypurin Porcine Neutral Injection (cartridges) 100 units/ml	Hypurin Porcine Neutral Injection (cartridges) 100 units/ml							hypurin porcine neutral	Bolus insulin
735841000033116	3280011000001100	Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous/ Intramuscular	Insulin isophane bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
735941000033112	3280611000001107	Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin zinc suspension mixed bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		zinc suspension	Basal insulin
736041000033119	3271311000001101	Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous/ Intramuscular/ Intravenous	Insulin soluble bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010300		hypurin bovine neutral	Bolus insulin
736141000033115	3269911000001109	Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin protamine zinc bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		protamine zinc	Basal insulin
757641000033112	36047511000001102	Insulin lispro 100units/ml solution for injection 1.5ml cartridges	Insulin lispro 100units/ml solution for injection 1.5ml cartridges	Solution for injection	Subcutaneous	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		lispro	Bolus insulin
759841000033115		Insulin Zinc Suspension (Human) Injection 100 units/ml, 10 ml vial	Insulin Zinc Suspension (Human) Injection 100 units/ml, 10 ml vial							zinc suspension	Basal insulin
762441000033118	36047611000001103	Insulin lispro 100units/ml solution for injection 10ml vials	Insulin lispro 100units/ml solution for injection 10ml vials	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		lispro	Bolus insulin
763241000033114		Initard 50/50 (Nordisk Wellcome) Injection	Initard 50/50 (Nordisk Wellcome) Injection							initard 50/50	Intermediate insulin
763341000033116	3333111000001107	Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Pork Insulatard 100units/ml suspension for injection 10ml vials	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane porcine	100.000unit/1.000ml + 100.000unit/1.000ml			isophane	Intermediate insulin
763941000033117		Insulin Zinc Suspension Injection 100 units/ml	Insulin Zinc Suspension Injection 100 units/ml							zinc suspension	Basal insulin
764941000033119		Insulin Zinc Suspension Lente (Evans) Injection 100u/ml	Insulin Zinc Suspension Lente (Evans) Injection 100u/ml							zinc suspension	Basal insulin
776041000033117		Isophane Insulin (Human, Prb) Cartridges 100 units/ml	Isophane Insulin (Human, Prb) Cartridges 100 units/ml							isophane	Intermediate insulin
779141000033111	3472511000001100	Insulin isophane human 100units/ml suspension for injection 10ml vials	Insulin isophane human 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
779641000033118		Isophane Insulin Injection (Evans) Injection 100 units/ml	Isophane Insulin Injection (Evans) Injection 100 units/ml							isophane	Intermediate insulin
779841000033117		Isophane Insulin Injection 100 units/ml	Isophane Insulin Injection 100 units/ml							isophane	Intermediate insulin
823541000033119		Lentard Mc Injection 100 units/ml, 10 ml vial	Lentard Mc Injection 100 units/ml, 10 ml vial							lentard mc	Basal insulin
8263941000033117	21939611000001101	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		degludec	Basal insulin
8264041000033115	21939711000001105	Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin degludec	200.000unit/1.000ml + 200.000unit/1.000ml	6010102		degludec	Basal insulin
8264141000033116	21930011000001100	Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		degludec	Basal insulin
8264241000033111	21931911000001108	Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin degludec	200.000unit/1.000ml + 200.000unit/1.000ml	6010102		degludec	Basal insulin
8264341000033118	21939511000001100	Insulin degludec 100units/ml solution for injection 3ml cartridges	Insulin degludec 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		degludec	Basal insulin
8264441000033112	21928511000001109	Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Tresiba Penfill 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		degludec	Basal insulin
915641000033117	3267911000001102	Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Pork Mixtard 30 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous/ Intramuscular	Insulin isophane porcine/ Insulin soluble porcine	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
926541000033117		Monotard Mc Insulin Zinc Susp Bp Nova Injection 100 units/1 ml	Monotard Mc Insulin Zinc Susp Bp Nova Injection 100 units/1 ml							monotard	Basal insulin
928441000033119		Monophane (Boots) Injection 100 units/ml	Monophane (Boots) Injection 100 units/ml							monophane	Intermediate insulin
961041000033114		Neutral Insulin Injection 100 units/ml	Neutral Insulin Injection 100 units/ml							neutral insulin	Bolus insulin
961141000033113		Neutral Insulin (Human) Injection 100 units/ml	Neutral Insulin (Human) Injection 100 units/ml							neutral insulin	Bolus insulin
962241000033112		Neutral Insulin (Evans) Injection 100 units/ml	Neutral Insulin (Evans) Injection 100 units/ml							neutral insulin	Bolus insulin
9641000033112		Human Actrapid Preloaded pen 100 units/ml	Human Actrapid Preloaded pen 100 units/ml							actrapid	Bolus insulin
9677041000033116	26655811000001102	Insulin aspart 100units/ml solution for injection 1.6ml cartridges	Insulin aspart 100units/ml solution for injection 1.6ml cartridges	Solution for injection	Intravenous/ Subcutaneous	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml			insulin aspart	Bolus insulin
9677141000033117	26209611000001109	NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd)	NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges	Solution for injection	Subcutaneous	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml			insulin aspart	Bolus insulin
