ProdCodeId	dmdid	TermFromEMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter
572441000033114	3942111000001108	Femapak 80 (Abbott Healthcare Products Ltd)	Femapak 80	Not applicable	Route of administration not applicable	NA	NA	NA
572541000033110	3943111000001102	Femapak 40 (Abbott Healthcare Products Ltd)	Femapak 40	Not applicable	Route of administration not applicable	NA	NA	NA
755141000033111	NA	Improvera  Tablets	NA	NA	NA	NA	NA	NA
850241000033111	3213311000001106	Logynon tablets (Bayer Plc)	Logynon tablets	Not applicable	NA	NA	NA	NA
852441000033111	3215011000001109	Logynon ED tablets (Bayer Plc)	Logynon ED tablets	Not applicable	NA	NA	NA	NA
896241000033115	NA	Menophase  Tablets	NA	NA	NA	NA	NA	NA
919541000033116	3052511000001108	Microgynon 30 ED tablets (Bayer Plc)	Microgynon 30 ED tablets	Not applicable	NA	NA	NA	NA
993241000033115	3199011000001109	Nuvelle tablets (Bayer Plc)	Nuvelle tablets	Not applicable	NA	NA	NA	NA
994041000033114	3210111000001102	Nuvelle TS patches (Schering Health Care Ltd)	Nuvelle TS patches	Not applicable	NA	NA	NA	NA
1010741000033110	NA	Ortho-Gynest  Intravaginal cream  0.01 % (with applicator)	NA	NA	NA	NA	NA	NA
1021941000033113	NA	Ovestin  Tablets  250 micrograms	NA	NA	NA	NA	NA	NA
1022041000033119	NA	Ovran 30  Tablets  	NA	NA	NA	NA	NA	NA
1132541000033115	3470811000001103	Prempak-C 0.625mg/0.15mg tablets (Pfizer Ltd)	Prempak-C 0.625mg/0.15mg tablets	Not applicable	NA	NA	NA	NA
1132641000033119	557911000001109	Prempak-C 1.25mg/0.15mg tablets (Pfizer Ltd)	Prempak-C 1.25mg/0.15mg tablets	Not applicable	NA	NA	NA	NA
1136141000033113	3456711000001107	Premique Cycle 0.625mg/10mg tablets (Pfizer Ltd)	Premique Cycle 0.625mg/10mg tablets	Not applicable	NA	NA	NA	NA
1141041000033116	NA	Progynova Ts  Transdermal patches (7 days)  50 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1141141000033117	NA	Progynova Ts Forte  Transdermal patches (7 days)  100 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1403641000033118	4432011000001108	Synphase tablets (Pfizer Ltd)	Synphase tablets	Not applicable	NA	NA	NA	NA
1455141000033118	3449411000001106	Trisequens tablets (Novo Nordisk Ltd)	Trisequens tablets	Not applicable	NA	NA	NA	NA
1468241000033113	3047311000001102	Triadene tablets (Bayer Plc)	Triadene tablets	Not applicable	NA	NA	NA	NA
1468341000033115	3046611000001105	Tri-Minulet tablets (Wyeth Pharmaceuticals)	Tri-Minulet tablets	Not applicable	NA	NA	NA	NA
1468441000033114	3453611000001109	Trisequens Forte tablets (Novo Nordisk Ltd)	Trisequens Forte tablets	Not applicable	NA	NA	NA	NA
1468741000033119	3355511000001103	Tridestra tablets (Orion Pharma (UK) Ltd)	Tridestra tablets	Not applicable	NA	NA	NA	NA
1471541000033111	3212711000001102	Trinordiol tablets (Wyeth Pharmaceuticals)	Trinordiol tablets	Not applicable	NA	NA	NA	NA
1473041000033119	3233311000001102	Trinovum tablets (Janssen-Cilag Ltd)	Trinovum tablets	Not applicable	NA	NA	NA	NA
1474841000033111	NA	Trinovum Ed  Tablets  	NA	NA	NA	NA	NA	NA
1869441000033111	NA	Dianette  Tablets  (OC)	NA	NA	NA	NA	NA	NA
2173941000033118	3366411000001103	Adgyn Combi tablets (Kyowa Kirin Ltd)	Adgyn Combi tablets	Not applicable	NA	NA	NA	NA
2216841000033114	NA	Dermestril Septem  Transdermal patches (7 days)  25 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
2738741000033116	4499111000001107	Novofem tablets (Novo Nordisk Ltd)	Novofem tablets	Not applicable	NA	NA	NA	NA
2801741000033117	4711811000001109	FemSeven Sequi patches (Theramex HQ UK Ltd)	FemSeven Sequi patches	Not applicable	NA	NA	NA	NA
2951141000033119	4521511000001100	FemTab Sequi tablets (Merck Serono Ltd)	FemTab Sequi tablets	Not applicable	NA	NA	NA	NA
3908241000033115	10277411000001100	Clinorette tablets (ReSource Medical UK Ltd)	Clinorette tablets	Not applicable	NA	NA	NA	NA
5078441000033114	15470011000001100	Qlaira tablets (Bayer Plc)	Qlaira tablets	Not applicable	NA	NA	NA	NA
5401341000033114	3194611000001101	Gynest 0.01% cream with applicator (Marlborough Pharmaceuticals Ltd)	Gynest 0.01% cream with applicator	Not applicable	NA	NA	NA	NA
5820141000033116	17444111000001106	TriRegol tablets (Gedeon Richter (UK) Ltd)	TriRegol tablets	Not applicable	NA	NA	NA	NA
5966341000033117	3036611000001109	Gynest vaginal applicator type 1 (Marlborough Pharmaceuticals Ltd)	Gynest vaginal applicator type 1	NA	NA	NA	NA	NA
549541000033119	NA	Ethinyloestradiol Tablets 10 micrograms	NA	NA	NA	NA	NA	NA
549941000033113	NA	Ethinyloestradiol Tablets 50 micrograms	NA	NA	NA	NA	NA	NA
550641000033110	NA	Ethinyloestradiol Tablets 1 mg	NA	NA	NA	NA	NA	NA
998941000033116	NA	Oestriol Intravaginal cream 0.01 % with applicator	NA	NA	NA	NA	NA	NA
999541000033115	NA	Oestradiol Implant 25 mg	NA	NA	NA	NA	NA	NA
1001041000033118	NA	Oestradiol Valerate Tablets 2 mg	NA	NA	NA	NA	NA	NA
1001441000033110	NA	Oestradiol Transdermal patches 75 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1001741000033115	NA	Oestradiol Transdermal patches 40 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1001941000033117	NA	Oestradiol Transdermal patches (7 days) 50 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
2484341000033114	NA	*Oestriol Tablets	NA	NA	NA	NA	NA	NA
2484541000033119	NA	*Oestriol Liquid	NA	NA	NA	NA	NA	NA
2484641000033118	NA	*Oestriol Powder	NA	NA	NA	NA	NA	NA
2484741000033110	NA	*Oestriol Pills (Sucrose)	NA	NA	NA	NA	NA	NA
2289141000033111	NA	Oestradiol Hemihydrate Nasal spray 150 micrograms/metered spray	NA	NA	NA	NA	NA	NA
2602241000033110	NA	Oestradiol Acetate Vaginal ring 50 micrograms/24 hours (1.25 mg ring)	NA	NA	NA	NA	NA	NA
3015141000033113	NA	Ethinyloestradiol Tablets 2 micrograms	NA	NA	NA	NA	NA	NA
3101841000033114	NA	*Estriol Liquid	NA	NA	NA	NA	NA	NA
3102041000033112	NA	*Estriol Pills (Sucrose)	NA	NA	NA	NA	NA	NA
3101741000033116	NA	*Estriol Granules	NA	NA	NA	NA	NA	NA
999641000033119	NA	Oestradiol Implant 50 mg	NA	NA	NA	NA	NA	NA
999841000033118	NA	Oestradiol Benzoate Injection 5 mg/ml	NA	NA	NA	NA	NA	NA
999941000033114	NA	Oestriol Pessaries 500 micrograms	NA	NA	NA	NA	NA	NA
1000341000033112	NA	Oestradiol Tablets 2 mg	NA	NA	NA	NA	NA	NA
1000741000033113	NA	Oestradiol Tablets 1 mg	NA	NA	NA	NA	NA	NA
1001841000033113	NA	Oestradiol Transdermal patches (7 days) 100 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1002141000033110	NA	Oestradiol Hemihydrate Vaginal ring 7.5 micrograms/24 hrs (2 mg ring)	NA	NA	NA	NA	NA	NA
1104341000033111	NA	Polyestradiol Phosphate Injection 80 mg vial	NA	NA	NA	NA	NA	NA
3839641000033113	NA	Diva Tablets (OC)	NA	NA	NA	NA	NA	NA
3102241000033116	NA	*Estriol Tablets	NA	NA	NA	NA	NA	NA
998841000033112	NA	Oestriol Cream 0.1 %	NA	NA	NA	NA	NA	NA
1001541000033111	NA	Oestradiol Transdermal patches 80 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
3102141000033111	NA	*Estriol Powder	NA	NA	NA	NA	NA	NA
999241000033117	NA	Oestradiol Hemihydrate Gel 1 mg/1 gram sachet	NA	NA	NA	NA	NA	NA
1001141000033119	NA	Oestradiol Transdermal patches 100 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
394841000033113	NA	Cyclo-Progynova 1Mg Calendar pack	NA	NA	NA	NA	NA	NA
544941000033114	NA	Estradurin Injection 40 mg vial	NA	NA	NA	NA	NA	NA
1000641000033116	NA	Oestriol Tablets 1 mg	NA	NA	NA	NA	NA	NA
2859641000033115	NA	Co-Cyprindiol Tablets (OC)	NA	NA	NA	NA	NA	NA
2484441000033115	NA	*Oestriol Granules	NA	NA	NA	NA	NA	NA
999341000033110	NA	Oestradiol Hemihydrate Gel 500 micrograms/500 mg sachet	NA	NA	NA	NA	NA	NA
999441000033116	NA	Oestradiol Implant 100 mg	NA	NA	NA	NA	NA	NA
1000941000033111	NA	Oestradiol Valerate Tablets 1 mg	NA	NA	NA	NA	NA	NA
1001241000033114	NA	Oestradiol Transdermal patches 25 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1001341000033116	NA	Oestradiol Transdermal patches 50 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1002041000033111	NA	Oestradiol Transdermal patches (7 days) 75 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1002241000033115	NA	Oestradiol Vaginal tablets 25 micrograms	NA	NA	NA	NA	NA	NA
1104041000033114	NA	Polyestradiol Phosphate Injection 40 mg vial	NA	NA	NA	NA	NA	NA
