readcode,term_readcode,CodingSystem,Category,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
ZV6D6#,[V]Alcohol abuse counselling and surveillance,CTV3,AlcoholConsumptionLevel3,461112017#,Alcoholism counselling,ZV6D6,ZV6D600,24165007,1206287010,NA,32,ZV6D600#
1365.#,Heavy drinker - 7-9u/day,READ2,AlcoholConsumptionLevel3,250314015#,Heavy drinker - 7-9u/day,1365,1365,160577002,250314015,NA,17,1365.00#
1366.#,Very heavy drinker - >9u/day,READ2,AlcoholConsumptionLevel3,250316018#,Very heavy drinker - >9u/day,1366,1366,160578007,250316018,NA,17,1366.00#
136D.#,Ex-heavy drinker - (7-9u/day),READ2,AlcoholConsumptionLevel3,250324011#,Ex-heavy drinker - (7-9u/day),136D,136D.00,160585006,250324011,NA,17,136D.00#
136E.#,Ex-very heavy drinker-(>9u/d),READ2,AlcoholConsumptionLevel3,250329018#,Ex-very heavy drinker-(>9u/d),136E,136E.00,160587003,250329018,NA,17,136E.00#
136P.#,Heavy drinker,READ2,AlcoholConsumptionLevel3,144179014#,Heavy drinker,136P,136P.00,86933000,144179014,NA,17,136P.00#
136Q.#,Very heavy drinker,READ2,AlcoholConsumptionLevel3,342322012#,Very heavy drinker,136Q,136Q.00,228279004,342322012,NA,17,136Q.00#
136T.#,Harmful alcohol use,READ2,AlcoholConsumptionLevel3,299081000000114#,Harmful alcohol use,136T,136T.00,1.98431E+14,2.99081E+14,NA,17,136T.00#
136W.#,Alcohol misuse,READ2,AlcoholConsumptionLevel3,606991000000117#,Alcohol misuse,136W,136W.00,15167005,6.06991E+14,NA,32,136W.00#
136Y.#,Drinks in morning to get rid of hangover,READ2,AlcoholConsumptionLevel3,342361016#,Drinks in morning to get rid of hangover,136Y,136Y.00,228310006,342361016,NA,17,136Y.00#
13Y8.#,Alcoholics anonymous,READ2,AlcoholConsumptionLevel3,251195015#,Alcoholics anonymous,13Y8,13Y8.00,1.09995E+15,2.7539E+15,NA,17,13Y8.00#
1B1c.#,Alcohol induced hallucinations,READ2,AlcoholConsumptionLevel3,2549849017#,Alcohol induced hallucinations,1B1c,1B1c.00,417633001,2549849017,NA,27,1B1c.00#
1F9D.#,Replaces meals with drinks,READ2,AlcoholConsumptionLevel3,1748121000000117#,Replaces meals with drinks,1F9D,1F9D.00,7.81911E+14,1.74812E+15,NA,27,1F9D.00#
66e..#,Alcohol disorder monitoring,READ2,AlcoholConsumptionLevel3,2474678017#,Alcohol disorder monitoring,66e,66e..00,413130000,2474678017,NA,1,66e..00#
66e0.#,Alcohol abuse monitoring,READ2,AlcoholConsumptionLevel3,405461000000114#,Alcohol abuse monitoring,6.60E+01,66e0.00,2.47721E+14,4.05461E+14,NA,1,66e0.00#
7P221#,Delivery of rehabilitation for alcohol addiction,READ2,AlcoholConsumptionLevel3,371501000000110#,Delivery of rehabilitation for alcohol addiction,7P221,7P22100,2.31161E+14,3.71501E+14,NA,32,7P22100#
8BA8.#,Alcohol detoxification,READ2,AlcoholConsumptionLevel3,106878015#,Alcohol detoxification,8BA8,8BA8.00,64297001,106878015,NA,32,8BA8.00#
8BAs.#,Alcohol relapse prevention,READ2,AlcoholConsumptionLevel3,2467301000000111#,Alcohol relapse prevention,8BAs,8BAs.00,9.68891E+14,2.4673E+15,NA,32,8BAs.00#
8BAu.#,Alcohol harm reduction programme,READ2,AlcoholConsumptionLevel3,2475831000000114#,Alcohol harm reduction programme,8BAu,8BAu.00,720175009,3319643016,NA,32,8BAu.00#
8BAw.#,Alcohol twelve step programme,READ2,AlcoholConsumptionLevel3,2485391000000114#,Alcohol twelve step programme,8BAw,8BAw.00,720178006,3319659016,NA,32,8BAw.00#
8H35.#,Admitted to alcohol detoxification centre,READ2,AlcoholConsumptionLevel3,283559019#,Admitted to alcohol detoxification centre,8H35,8H35.00,183486001,283559019,NA,40,8H35.00#
8IAt.#,Extended intervention for excessive alcohol consumption declined,READ2,AlcoholConsumptionLevel3,1754191000006119#,Extended intervention for excessive alcohol consumption declined,8IAt,8IAt.00,7.54831E+14,1.66064E+15,NA,32,8IAt.00#
9k1B.#,Extended intervention for excessive alcohol consumption completed,READ2,AlcoholConsumptionLevel3,1680131000006113#,Extended intervention for excessive alcohol consumption completed,9k1B,9k1B.00,3.66421E+14,6.91701E+14,NA,37,9k1B.00#
9NgzH#,Withdrawn from alcohol detoxification programme,READ2,AlcoholConsumptionLevel3,2462911000000112#,Withdrawn from alcohol detoxification programme,9NgzH,9NgzH00,719340007,3316032010,NA,37,9NgzH00#
9NJz.#,In-house alcohol detoxification,READ2,AlcoholConsumptionLevel3,2298341000000114#,In-house alcohol detoxification,9NJz,9NJz.00,8.92631E+14,2.29834E+15,NA,37,9NJz.00#
C1505#,Alcohol-induced pseudo-Cushing's syndrome,READ2,AlcoholConsumptionLevel3,356292013#,Alcohol-induced pseudo-Cushing's syndrome,C1505,C150500,237738005,356292013,NA,15,C150500#
E01..#,Alcoholic psychoses,READ2,AlcoholConsumptionLevel3,476741000006111#,Alcohol-induced psychosis,E01,E01..00,42344001,70655012,NA,32,E01..00#
E010.#,Alcohol withdrawal delirium,READ2,AlcoholConsumptionLevel3,15243013#,Alcohol withdrawal delirium,E010,E010.00,8635005,15243013,NA,32,E010.00#
E010.#,Alcohol withdrawal delirium,READ2,AlcoholConsumptionLevel3,15244019#,Delirium tremens,E010-2,E010.12,8635005,15244019,NA,32,E010.12#
E010.#,Alcohol withdrawal delirium,READ2,AlcoholConsumptionLevel3,507053019#,DTs - delirium tremens,E010-1,E010.11,8635005,507053019,NA,32,E010.11#
E011.#,Alcohol amnestic syndrome,READ2,AlcoholConsumptionLevel3,476361000006114#,Alcohol amnestic syndrome,E011,E011.00,69482004,501300010,NA,32,E011.00#
E0110#,Korsakov's alcoholic psychosis,READ2,AlcoholConsumptionLevel3,753331000006118#,Korsakov alcoholic psychosis,E0110,E011000,69482004,501296014,NA,32,E011000#
E0111#,Korsakov's alcoholic psychosis with peripheral neuritis,READ2,AlcoholConsumptionLevel3,294662017#,Korsakov's alcoholic psychosis with peripheral neuritis,E0111,E011100,191471000,294662017,NA,32,E011100#
E0112#,Wernicke-Korsakov syndrome,READ2,AlcoholConsumptionLevel3,501294012#,Wernicke-Korsakov syndrome,E0112,E011200,69482004,501294012,NA,32,E011200#
E011z#,Alcohol amnestic syndrome NOS,READ2,AlcoholConsumptionLevel3,294664016#,Alcohol amnestic syndrome NOS,E011z,E011z00,73097000,121405015,NA,32,E011z00#
E012.#,Other alcoholic dementia,READ2,AlcoholConsumptionLevel3,346929012#,Alcoholic dementia,E012-1,E012.11,281004,1225776018,NA,32,E012.11#
E012.#,Other alcoholic dementia,READ2,AlcoholConsumptionLevel3,401760017#,Other alcoholic dementia,E012,E012.00,281004,1225776018,NA,32,E012.00#
E0120#,Chronic alcoholic brain syndrome,READ2,AlcoholConsumptionLevel3,294668018#,Chronic alcoholic brain syndrome,E0120,E012000,191475009,294668018,NA,32,E012000#
E013.#,Alcohol withdrawal hallucinosis,READ2,AlcoholConsumptionLevel3,294669014#,Alcohol withdrawal hallucinosis,E013,E013.00,191476005,294669014,NA,32,E013.00#
E014.#,Pathological alcohol intoxication,READ2,AlcoholConsumptionLevel3,294670010#,Drunkenness - pathological,E014-1,E014.11,191477001,294670010,NA,32,E014.11#
E014.#,Pathological alcohol intoxication,READ2,AlcoholConsumptionLevel3,294671014#,Pathological alcohol intoxication,E014,E014.00,191477001,294671014,NA,32,E014.00#
E015.#,Alcoholic paranoia,READ2,AlcoholConsumptionLevel3,294672019#,Alcoholic paranoia,E015,E015.00,191478006,294672019,NA,32,E015.00#
E01y.#,Other alcoholic psychosis,READ2,AlcoholConsumptionLevel3,882221000006114#,Other alcoholic psychoses,E01y-99,E01y.99,6.23961E+14,8.82221E+14,NA,32,E01y.99#
E01y.#,Other alcoholic psychosis,READ2,AlcoholConsumptionLevel3,294673012#,Other alcoholic psychosis,E01y,E01y.00,42344001,70655012,NA,32,E01y.00#
E01y0#,Alcohol withdrawal syndrome,READ2,AlcoholConsumptionLevel3,294674018#,Alcohol withdrawal syndrome,E01y0,E01y000,191480000,294674018,NA,32,E01y000#
E01yz#,Other alcoholic psychosis NOS,READ2,AlcoholConsumptionLevel3,294675017#,Other alcoholic psychosis NOS,E01yz,E01yz00,42344001,70655012,NA,32,E01yz00#
E01z.#,Alcoholic psychosis NOS,READ2,AlcoholConsumptionLevel3,294676016#,Alcoholic psychosis NOS,E01z,E01z.00,42344001,70655012,NA,32,E01z.00#
E23..#,Alcohol dependence syndrome,READ2,AlcoholConsumptionLevel3,12878014#,Alcoholism,E23-1,E23..11,66590003,110629012,NA,32,E23..11#
E23..#,Alcohol dependence syndrome,READ2,AlcoholConsumptionLevel3,500478011#,Alcohol dependence syndrome,E23,E23..00,66590003,500478011,NA,32,E23..00#
E23..#,Alcohol dependence syndrome,READ2,AlcoholConsumptionLevel3,502017010#,Alcohol problem drinking,E23-2,E23..12,7200002,502017010,NA,32,E23..12#
E230.#,Acute alcoholic intoxication in alcoholism,READ2,AlcoholConsumptionLevel3,295126010#,Alcohol dependence with acute alcoholic intoxication,E230-1,E230.11,191802004,295126010,NA,32,E230.11#
E230.#,Acute alcoholic intoxication in alcoholism,READ2,AlcoholConsumptionLevel3,295127018#,Acute alcoholic intoxication in alcoholism,E230,E230.00,191802004,295127018,NA,32,E230.00#
E2300#,"Acute alcoholic intoxication, unspecified, in alcoholism",READ2,AlcoholConsumptionLevel3,295128011#,"Acute alcoholic intoxication, unspecified, in alcoholism",E2300,E230000,191802004,295127018,NA,32,E230000#
E2301#,Continuous acute alcoholic intoxication in alcoholism,READ2,AlcoholConsumptionLevel3,295129015#,Continuous acute alcoholic intoxication in alcoholism,E2301,E230100,191804003,295129015,NA,32,E230100#
E2302#,Episodic acute alcoholic intoxication in alcoholism,READ2,AlcoholConsumptionLevel3,295130013#,Episodic acute alcoholic intoxication in alcoholism,E2302,E230200,191805002,295130013,NA,32,E230200#
E2303#,"Acute alcoholic intoxication in remission, in alcoholism",READ2,AlcoholConsumptionLevel3,295131012#,"Acute alcoholic intoxication in remission, in alcoholism",E2303,E230300,191806001,295131012,NA,32,E230300#
E230z#,Acute alcoholic intoxication in alcoholism NOS,READ2,AlcoholConsumptionLevel3,295132017#,Acute alcoholic intoxication in alcoholism NOS,E230z,E230z00,191802004,295127018,NA,32,E230z00#
E231.#,Chronic alcoholism,READ2,AlcoholConsumptionLevel3,502016018#,Dipsomania,E231-1,E231.11,7200002,502016018,NA,32,E231.11#
E231.#,Chronic alcoholism,READ2,AlcoholConsumptionLevel3,110629012#,Chronic alcoholism,E231,E231.00,66590003,110629012,NA,32,E231.00#
E2310#,Unspecified chronic alcoholism,READ2,AlcoholConsumptionLevel3,295136019#,Alcohol dependence,E2310,E231000,66590003,110628016,NA,32,E231000#
E2311#,Continuous chronic alcoholism,READ2,AlcoholConsumptionLevel3,295139014#,Continuous chronic alcoholism,E2311,E231100,191811004,295139014,NA,32,E231100#
E2312#,Episodic chronic alcoholism,READ2,AlcoholConsumptionLevel3,295141010#,Episodic chronic alcoholism,E2312,E231200,191812006,295141010,NA,32,E231200#
E2313#,Chronic alcoholism in remission,READ2,AlcoholConsumptionLevel3,295142015#,Chronic alcoholism in remission,E2313,E231300,191813001,295142015,NA,32,E231300#
E231z#,Chronic alcoholism NOS,READ2,AlcoholConsumptionLevel3,295143013#,Chronic alcoholism NOS,E231z,E231z00,66590003,110629012,NA,32,E231z00#
E23z.#,Alcohol dependence syndrome NOS,READ2,AlcoholConsumptionLevel3,295144019#,Alcohol dependence syndrome NOS,E23z,E23z.00,66590003,500478011,NA,32,E23z.00#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,401797010#,Nondependent alcohol abuse,E250,E250.00,268645007,401797010,NA,32,E250.00#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,346930019#,Inebriety NOS,E250-3,E250.13,25702006,43081018,NA,32,E250.13#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,769451000006111#,Intoxication - alcohol,E250-4,E250.14,25702006,43083015,NA,32,E250.14#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,346931015#,Drunkenness,E250-1,E250.11,25702006,43083015,NA,32,E250.11#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,223671000000110#,Hangover from alcohol,E250-2,E250.12,32553006,485256013,NA,32,E250.12#
E250.#,Nondependent alcohol abuse,READ2,AlcoholConsumptionLevel3,882531000006110#,Non-dependent abuse of alcohol,E250-99,E250.99,268645007,8.82531E+14,NA,32,E250.99#
E2500#,"Nondependent alcohol abuse, unspecified",READ2,AlcoholConsumptionLevel3,295251015#,"Nondependent alcohol abuse, unspecified",E2500,E250000,268645007,401797010,NA,32,E250000#
E2501#,"Nondependent alcohol abuse, continuous",READ2,AlcoholConsumptionLevel3,295252010#,"Nondependent alcohol abuse, continuous",E2501,E250100,191882002,295252010,NA,32,E250100#
E2502#,"Nondependent alcohol abuse, episodic",READ2,AlcoholConsumptionLevel3,295253017#,"Nondependent alcohol abuse, episodic",E2502,E250200,191883007,295253017,NA,32,E250200#
E2503#,Nondependent alcohol abuse in remission,READ2,AlcoholConsumptionLevel3,295254011#,Nondependent alcohol abuse in remission,E2503,E250300,191884001,295254011,NA,32,E250300#
E250z#,Nondependent alcohol abuse NOS,READ2,AlcoholConsumptionLevel3,295255012#,Nondependent alcohol abuse NOS,E250z,E250z00,268645007,401797010,NA,32,E250z00#
Eu10.#,[X]Mental and behavioural disorders due to use of alcohol,READ2,AlcoholConsumptionLevel3,295765017#,Alcohol-induced organic mental disorder,Eu10,Eu10.00,29212009,48886010,NA,32,Eu10.00#
Eu100#,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication,READ2,AlcoholConsumptionLevel3,362251000006117#,Alcohol intoxication,Eu100-1,Eu10011,25702006,43081018,NA,32,Eu10011#
Eu100#,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication,READ2,AlcoholConsumptionLevel3,397611000006115#,[X]Mental & behav dis due to use alcohol: acute intoxication,Eu100,Eu10000,25702006,43081018,NA,32,Eu10000#
Eu101#,[X]Mental and behavioural disorders due to use of alcohol: harmful use,READ2,AlcoholConsumptionLevel3,397881000006114#,Alcohol abuse,Eu101,Eu10100,15167005,25750014,NA,32,Eu10100#
Eu102#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,READ2,AlcoholConsumptionLevel3,362921000006118#,[X]Alcohol addiction,Eu102-1,Eu10211,66590003,500478011,NA,32,Eu10211#
Eu102#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,READ2,AlcoholConsumptionLevel3,377081000006114#,[X]Dipsomania,Eu102-3,Eu10213,66590003,500478011,NA,32,Eu10213#
Eu102#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,READ2,AlcoholConsumptionLevel3,397801000006117#,[X]Mental and behav dis due to use alcohol: dependence syndr,Eu102,Eu10200,66590003,500478011,NA,32,Eu10200#
Eu102#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,READ2,AlcoholConsumptionLevel3,370971000006114#,[X]Chronic alcoholism,Eu102-2,Eu10212,66590003,110629012,NA,32,Eu10212#
Eu103#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state,READ2,AlcoholConsumptionLevel3,397811000006119#,[X]Mental and behav dis due to use alcohol: withdrawal state,Eu103,Eu10300,191480000,294674018,NA,32,Eu10300#
Eu104#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state with delirium,READ2,AlcoholConsumptionLevel3,376451000006113#,"[X]Delirium tremens, alcohol induced",Eu104-1,Eu10411,8635005,15243013,NA,32,Eu10411#
Eu104#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state with delirium,READ2,AlcoholConsumptionLevel3,397211000006118#,[X]Men & behav dis due alcohl: withdrawl state with delirium,Eu104,Eu10400,8635005,15243013,NA,32,Eu10400#
Eu105#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,READ2,AlcoholConsumptionLevel3,397621000006111#,Alcohol-induced psychosis,Eu105,Eu10500,42344001,70655012,NA,32,Eu10500#
Eu105#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,READ2,AlcoholConsumptionLevel3,362961000006112#,[X]Alcoholic jealousy,Eu105-2,Eu10512,42344001,70655012,NA,32,Eu10512#
Eu105#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,READ2,AlcoholConsumptionLevel3,362981000006119#,[X]Alcoholic psychosis NOS,Eu105-4,Eu10514,42344001,70655012,NA,32,Eu10514#
Eu105#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,READ2,AlcoholConsumptionLevel3,362951000006110#,Alcoholic hallucinosis,Eu105-1,Eu10511,7052005,1233279015,NA,32,Eu10511#
Eu105#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,READ2,AlcoholConsumptionLevel3,362971000006117#,[X]Alcoholic paranoia,Eu105-3,Eu10513,42344001,70655012,NA,32,Eu10513#
Eu106#,[X]Mental and behavioural disorders due to use of alcohol: amnesic syndrome,READ2,AlcoholConsumptionLevel3,394681000006119#,Korsakoff's psychosis,Eu106-1,Eu10611,69482004,115434017,NA,32,Eu10611#
Eu106#,[X]Mental and behavioural disorders due to use of alcohol: amnesic syndrome,READ2,AlcoholConsumptionLevel3,397791000006118#,Alcohol amnestic disorder,Eu106,Eu10600,73097000,121405015,NA,32,Eu10600#
Eu107#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,READ2,AlcoholConsumptionLevel3,362941000006113#,[X]Alcoholic dementia NOS,Eu107-1,Eu10711,281004,1225776018,NA,32,Eu10711#
Eu107#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,READ2,AlcoholConsumptionLevel3,397201000006116#,[X]Men & behav dis due alcoh: resid & late-onset psychot dis,Eu107,Eu10700,42344001,70655012,NA,32,Eu10700#
Eu107#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,READ2,AlcoholConsumptionLevel3,370961000006119#,[X]Chronic alcoholic brain syndrome,Eu107-2,Eu10712,191475009,294668018,NA,32,Eu10712#
Eu108#,[X]Alcohol withdrawal-induced seizure,READ2,AlcoholConsumptionLevel3,315091000000117#,Alcohol withdrawal-induced seizure,Eu108,Eu10800,308742005,452061016,NA,32,Eu10800#
Eu10y#,[X]Mental and behavioural disorders due to use of alcohol: other mental and behavioural disorders,READ2,AlcoholConsumptionLevel3,397241000006119#,[X]Men & behav dis due to use alcohol: oth men & behav dis,Eu10y,Eu10y00,29212009,48886010,NA,32,Eu10y00#
Eu10z#,[X]Mental and behavioural disorders due to use of alcohol: unspecified mental and behavioural disorder,READ2,AlcoholConsumptionLevel3,397431000006111#,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,Eu10z,Eu10z00,91388009,151411015,NA,32,Eu10z00#
F11x0#,Cerebral degeneration due to alcoholism,READ2,AlcoholConsumptionLevel3,542611000006114#,Cerebral degeneration due to alcoholism,F11x0,F11x000,192811002,297011014,NA,32,F11x000#
F11x0#,Cerebral degeneration due to alcoholism,READ2,AlcoholConsumptionLevel3,297011014#,Alcoholic encephalopathy,F11x0-1,F11x011,192811002,297011014,NA,32,F11x011#
F1440#,Cerebellar ataxia due to alcoholism,READ2,AlcoholConsumptionLevel3,478046010#,Cerebellar ataxia due to alcoholism,F1440,F144000,361272001,478046010,NA,32,F144000#
F25B.#,Alcohol-induced epilepsy,READ2,AlcoholConsumptionLevel3,478024019#,Alcohol-induced epilepsy,F25B,F25B.00,361268000,478024019,NA,15,F25B.00#
F375.#,Alcoholic polyneuropathy,READ2,AlcoholConsumptionLevel3,14103017#,Alcohol-induced polyneuropathy,F375,F375.00,7916009,14104011,NA,32,F375.00#
G555.#,Alcoholic cardiomyopathy,READ2,AlcoholConsumptionLevel3,138527014#,Alcoholic cardiomyopathy,G555,G555.00,83521008,138527014,NA,32,G555.00#
G8523#,Oesophageal varices in alcoholic cirrhosis of the liver,READ2,AlcoholConsumptionLevel3,453265010#,Oesophageal varices in alcoholic cirrhosis of the liver,G8523,G852300,309783001,453265010,NA,32,G852300#
J612.#,Alcoholic cirrhosis of liver,READ2,AlcoholConsumptionLevel3,126721013#,Florid cirrhosis,J612-1,J612.11,76301009,126721013,NA,32,J612.11#
J612.#,Alcoholic cirrhosis of liver,READ2,AlcoholConsumptionLevel3,476611000006116#,Alcoholic cirrhosis of liver,J612,J612.00,420054005,2920441014,NA,32,J612.00#
J612.#,Alcoholic cirrhosis of liver,READ2,AlcoholConsumptionLevel3,2579818016#,Laennec's cirrhosis,J612-2,J612.12,419728003,2576980018,NA,32,J612.12#
J6120#,Alcoholic fibrosis and sclerosis of liver,READ2,AlcoholConsumptionLevel3,353594015#,Alcoholic fibrosis and sclerosis of liver,J6120,J612000,235880004,353594015,NA,32,J612000#
J6130#,Alcoholic hepatic failure,READ2,AlcoholConsumptionLevel3,353595019#,Alcoholic hepatic failure,J6130,J613000,235881000,353595019,NA,32,J613000#
J617.#,Alcoholic hepatitis,READ2,AlcoholConsumptionLevel3,353587018#,Alcoholic hepatitis,J617,J617.00,235875008,353587018,NA,32,J617.00#
J6170#,Chronic alcoholic hepatitis,READ2,AlcoholConsumptionLevel3,451124014#,Chronic alcoholic hepatitis,J6170,J617000,307757001,451124014,NA,32,J617000#
J6710#,Alcohol-induced chronic pancreatitis,READ2,AlcoholConsumptionLevel3,353698013#,Alcohol-induced chronic pancreatitis,J6710,J671000,235952002,353698013,NA,32,J671000#
U60H3#,[X]Alcohol deterrents causing adverse effects in therapeutic use,READ2,AlcoholConsumptionLevel3,350971000006112#,[X] Adverse reaction to alcohol deterrents,U60H3-1,U60H311,292416003,432554017,NA,5,U60H311#
U60H3#,[X]Alcohol deterrents causing adverse effects in therapeutic use,READ2,AlcoholConsumptionLevel3,362931000006115#,[X]Alcohol deterrents caus adverse effects in therapeut use,U60H3,U60H300,292416003,432554017,NA,5,U60H300#
ZV57A#,[V]Alcohol rehabilitation,READ2,AlcoholConsumptionLevel3,460926018#,[V]Alcohol rehabilitation,ZV57A,ZV57A00,4.71691E+14,1.00133E+15,NA,32,ZV57A00#
ZV6D6#,[V]Alcohol abuse counselling and surveillance,READ2,AlcoholConsumptionLevel3,461112017#,Alcoholism counselling,ZV6D6,ZV6D600,24165007,1206287010,NA,32,ZV6D600#
