ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
987341000033118	403611000001106	Norimin 1mg/35microgram tablets (Pfizer Ltd)	Norimin 1mg/35microgram tablets	Tablet	Oral	Ethinylestradiol/ Norethisterone	35.000microgram + 1.000mg	7030100	
966541000033113	260111000001105	Neogest 75microgram tablets (Schering Health Care Ltd)	Neogest 75microgram tablets	Tablet	Oral	Norgestrel	75.000microgram		
3199541000033114	8160111000001102	Levonelle One Step 1.5mg tablets (Bayer Plc)	Levonelle One Step 1.5mg tablets	Tablet	Oral	Levonorgestrel	1.500mg	7030500	
3835341000033115	9568511000001102	Levonelle 1500microgram tablets (Bayer Plc)	Levonelle 1500microgram tablets	Tablet	Oral	Levonorgestrel	1.500mg	7030500	
11781241000033110	33549211000001104	Ezinelle 1.5mg tablets (Mylan)	Ezinelle 1.5mg tablets	Tablet	Oral	Levonorgestrel	1.500mg		
10644141000033112	30777811000001107	Emerres Una 1.5mg tablets (Morningside Healthcare Ltd)	Emerres Una 1.5mg tablets	Tablet	Oral	Levonorgestrel	1.500mg		
8840241000033116	23409111000001109	Upostelle 1500microgram tablets (Gedeon Richter (UK) Ltd)	Upostelle 1500microgram tablets	Tablet	Oral	Levonorgestrel	1.500mg		
10541441000033112	29912011000001103	Emerres 1.5mg tablets (Morningside Healthcare Ltd)	Emerres 1.5mg tablets	Tablet	Oral	Levonorgestrel	1.500mg		
9838141000033111	28006811000001103	Isteranda 1.5mg tablets (Sandoz Ltd)	Isteranda 1.5mg tablets	Tablet	Oral	Levonorgestrel	1.500mg		
1505641000033111	71211000001107	Vagifem 25microgram vaginal tablets (Novo Nordisk Ltd)	Vagifem 25microgram vaginal tablets	Pessary	Vaginal	Estradiol	25.000microgram	7020100	
2602341000033117	2836011000001106	Menoring 50 vaginal ring (Galen Ltd)	Menoring 50 vaginal ring	Vaginal device	Vaginal	Estradiol acetate	1.250mg		
2922841000033115	4608311000001102	Evra transdermal patches (Janssen-Cilag Ltd)	Evra transdermal patches	Transdermal patch	Transdermal	Ethinylestradiol/ Norelgestromin	33.900microgram/24.000hour + 203.000microgram/24.000hour	7030100	
4913641000033111	15364511000001104	NuvaRing 0.12mg/0.015mg per day vaginal delivery system (Merck Sharp & Dohme Ltd)	NuvaRing 0.12mg/0.015mg per day vaginal delivery system	Vaginal delivery system	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg	7030100	
12902341000033115	36602211000001100	SyreniRing 0.12mg/0.015mg per day vaginal delivery system (Crescent Pharma Ltd)	SyreniRing 0.12mg/0.015mg per day vaginal delivery system	Vaginal delivery system	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg		
6002941000033114	18093811000001105	Vagifem 10microgram vaginal tablets (Novo Nordisk Ltd)	Vagifem 10microgram vaginal tablets	Pessary	Vaginal	Estradiol	10.000microgram		
5474441000033112	22263611000001105	Yaz tablets (Imported (United States))	Yaz tablets	Tablet		Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram		
10611641000033111	30252711000001105	Daylette 0.02mg/3mg tablets (Consilient Health Ltd)	Daylette 0.02mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram		
10599841000033119	30195711000001107	Eloine 0.02mg/3mg tablets (Bayer Plc)	Eloine 0.02mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram		
8348441000033115	22311511000001103	Zoely 2.5mg/1.5mg tablets (Merck Sharp & Dohme Ltd)	Zoely 2.5mg/1.5mg tablets	Tablet	Oral	Estradiol hemihydrate/ Nomegestrol acetate	1.500mg + 2.500mg	7030100	
9158741000033116	24379611000001100	Jaydess 13.5mg intrauterine device (Bayer Plc)	Jaydess 13.5mg intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	13.500mg	7030203	
12291141000033110	32927411000001106	Duavive 0.45mg/20mg modified-release tablets (Pfizer Ltd)	Duavive 0.45mg/20mg modified-release tablets	Modified-release tablet	Oral	Bazedoxifene acetate/ Conjugated oestrogens	20.000mg + 450.000microgram	6040101	
12471341000033116	35058811000001104	Kyleena 19.5mg intrauterine device (Bayer Plc)	Kyleena 19.5mg intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	19.500mg		
13010841000033113	36963511000001107	Blissel 50micrograms/g vaginal gel with applicator (Flynn Pharma Ltd)	Blissel 50micrograms/g vaginal gel with applicator	Vaginal gel	Vaginal	Estriol	50.000microgram/1.000gram		
13130541000033111	37499911000001104	Imvaggis 0.03mg pessaries (Besins Healthcare (UK) Ltd)	Imvaggis 0.03mg pessaries	Pessary	Vaginal	Estriol	30.000microgram		
