medcodeid	term_medcode	category
7951281000006118	Hemorrhage of medulla oblongata	haemorrhagic
7955241000006114	Multifocal cerebral infarction due to and following procedure on cardiovascular system	ischaemic
7965371000006117	Paralytic syndrome on one side of the body as late effect of cerebrovascular accident	unclassifiable
7967641000006111	Sequela of cerebrovascular accident	unclassifiable
7991141000006110	Occlusion of cerebral artery with stroke	ischaemic
8006561000006111	Monoplegia of leg dominant side as sequela of cerebrovascular disease	unclassifiable
8006601000006111	Monoplegia of arm dominant side as sequela of cerebrovascular disease	unclassifiable
800691000006113	Diffuse cerebrovascular disease	unclassifiable
8011371000006117	Sequela of ischaemic cerebral infarction	unclassifiable
8011381000006119	Sequela of ischemic cerebral infarction	unclassifiable
8013501000006117	Vertigo as sequela of cerebrovascular disease	unclassifiable
8014261000006116	Ataxia as sequela of cerebrovascular disease	unclassifiable
8014911000006110	Sequela of cardioembolic stroke	unclassifiable
8014931000006116	Sequela of lacunar stroke	unclassifiable
8015121000006118	Cerebral infarction due to occlusion of basilar artery	ischaemic
8015131000006115	Cerebral infarction due to vertebral artery occlusion	ischaemic
8016411000006110	Weakness of face muscles as sequela of stroke	unclassifiable
8017381000006110	Behaviour disorder as sequela of cerebral infarction	unclassifiable
8017391000006113	Behavior disorder as sequela of cerebral infarction	unclassifiable
8017621000006119	Hemiplegia and/or hemiparesis following stroke	unclassifiable
8017631000006116	Paralytic syndrome on one side of the body as effect of cerebrovascular accident	unclassifiable
8026081000006119	Visual disturbance as sequela of cerebrovascular disease	unclassifiable
8028251000006119	Sequela of thrombotic stroke	unclassifiable
8028711000006113	Weakness of extremities as sequela of stroke	unclassifiable
8030701000006114	History of parietal cerebrovascular accident	ischaemic
8031211000006113	History of lacunar cerebrovascular accident	ischaemic
8031281000006118	Cerebral infarction due to stenosis of carotid artery	ischaemic
8032101000006111	Paralytic syndrome of both lower limbs as sequela of stroke	unclassifiable
8032111000006114	Paraplegia or paraparesis as sequela of stroke	unclassifiable
8032331000006118	Paralytic syndrome of all four limbs as sequela of stroke	unclassifiable
8032341000006111	Tetraplegia or tetraparesis as sequela of stroke	unclassifiable
8034181000006112	Spasticity as sequela of stroke	unclassifiable
8034191000006110	Spasticity as late effect of cerebrovascular accident	unclassifiable
8037251000006117	History of thrombotic stroke without residual deficits	ischaemic
8037261000006115	History of haemorrhagic cerebrovascular accident without residual deficits	haemorrhagic
8037271000006110	History of hemorrhagic cerebrovascular accident without residual deficits	haemorrhagic
8037281000006113	History of embolic stroke without deficits	ischaemic
8042111000006110	Dysarthria as late effects of cerebrovascular disease	unclassifiable
8042121000006119	Fluency disorder as sequela of cerebrovascular disease	unclassifiable
8042441000006116	Alteration of sensation as late effect of stroke	unclassifiable
8043371000006110	Seizure disorder as sequela of stroke	unclassifiable
8044141000006119	Hemiparesis as late effect of cerebrovascular disease	unclassifiable
8044331000006114	History of haemorrhagic stroke with hemiparesis	haemorrhagic
8044341000006116	History of hemorrhagic stroke with hemiparesis	haemorrhagic
8044361000006117	History of haemorrhagic stroke with hemiplegia	haemorrhagic
8044371000006112	History of hemorrhagic stroke with hemiplegia	haemorrhagic
8044411000006113	Spontaneous cerebral haemorrhage with compression of brain	haemorrhagic
8044421000006117	Compression of brain co-occurrent and due to spontaneous cerebral hemorrhage	haemorrhagic
8044431000006119	Spontaneous cerebral hemorrhage with compression of brain	haemorrhagic
8044441000006112	Compression of brain co-occurrent and due to spontaneous cerebral haemorrhage	haemorrhagic
8044461000006111	Ischaemic stroke with coma	ischaemic
8044471000006116	Ischemic stroke with coma	ischaemic
8044481000006118	Ischaemic stroke without coma	ischaemic
8044491000006115	Ischemic stroke without coma	ischaemic
8044541000006113	Nontraumatic subarachnoid haemorrhage with brain compression	haemorrhagic
8044551000006110	Compression of brain co-occurrent and due to nontraumatic subarachnoid haemorrhage	haemorrhagic
8044561000006112	Compression of brain co-occurrent and due to nontraumatic subarachnoid hemorrhage	haemorrhagic
8044571000006117	Nontraumatic subarachnoid hemorrhage with brain compression	haemorrhagic
8044621000006119	History of ischaemic stroke without residual deficits	ischaemic
8044631000006116	History of ischemic stroke without residual deficits	ischaemic
8044801000006113	History of ischaemic cerebrovascular accident with residual deficit	ischaemic
8044811000006111	History of ischemic cerebrovascular accident with residual deficit	ischaemic
8044821000006115	History of embolic stroke with deficits	ischaemic
8045251000006112	Spontaneous cerebellar haemorrhage	haemorrhagic
8045261000006114	Spontaneous cerebellar hemorrhage	haemorrhagic
8045741000006119	Nontraumatic intraparenchymal cerebral haemorrhage	haemorrhagic
8045751000006117	Spontaneous intraparenchymal cerebral haemorrhage	haemorrhagic
8045761000006115	Spontaneous intraparenchymal cerebral hemorrhage	haemorrhagic
8045771000006110	Nontraumatic intraparenchymal cerebral hemorrhage	haemorrhagic
8046321000006118	Apraxia as late effect of cerebrovascular disease	unclassifiable
8046801000006116	Weakness as a late effect of stroke	unclassifiable
8046811000006118	Weakness as a late effect of cerebrovascular accident	unclassifiable
8046951000006114	Cerebral infarction due to carotid artery occlusion	ischaemic
808111000006110	H/O subarachnoid haemorrhage	haemorrhagic
8089821000006113	Spontaneous cerebral haemorrhage	haemorrhagic
8089831000006111	Spontaneous cerebral hemorrhage	haemorrhagic
8089841000006118	Nontraumatic intracerebral hemorrhage	haemorrhagic
8089851000006116	Nontraumatic intracerebral haemorrhage	haemorrhagic
8090421000006115	Cerebral infarction due to vertebral artery stenosis	ischaemic
8090471000006119	Cerebral infarction due to stenosis of precerebral artery	ischaemic
809421000006116	History of cerebrovascular accident	ischaemic
8195421000006116	Cerebrovascular accident (CVA) 6 month review	unclassifiable
8195431000006118	Stroke/cerebrovascular accident 6 month review	unclassifiable
8211961000006117	History of cerebellar stroke	ischaemic
8211971000006112	History of stroke of cerebellum	ischaemic
8211981000006110	History of nontraumatic ruptured cerebral aneurysm	haemorrhagic
841051000006113	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	unclassifiable
884421000006119	Cerebral haemorrhage	haemorrhagic
884431000006116	Extradural haemorrhage	haemorrhagic
884451000006111	Cerebral haemorrhage NOS	haemorrhagic
884461000006113	Basilar artery occluded	ischaemic
884481000006115	Vertebral artery occluded	ischaemic
884491000006117	Precerebral A. occlusion NOS	unclassifiable
884501000006113	Cerebral A. occlusion NOS	ischaemic
884521000006115	Stroke/CVA - undefined	ischaemic
884531000006117	Stroke	ischaemic
884561000006114	Cerebrovasc. dis. late effects	unclassifiable
894091000006111	Cerebral haemorrhage - birth	unclassifiable
894331000006110	Fetal cerebral haemorrhage	unclassifiable
896531000006110	Cerebral h'ge after injury	unclassifiable
966981000006112	Referral to multidisciplinary stroke function improvement service	unclassifiable
986831000006115	Stroke/transient ischaemic attack monitoring verbal invitation	unclassifiable
9875641000006111	Cerebrovascular accident due to right carotid artery occlusion	ischaemic
9875951000006117	Cerebrovascular accident due to right carotid artery stenosis	ischaemic
9875961000006115	Cerebrovascular accident due to left carotid artery stenosis	ischaemic
989201000006117	Cerebral haemorrhage	haemorrhagic
989211000006119	Cerebral haemorrhage NOS	haemorrhagic
9912271000006112	Cerebellar stroke	ischaemic
2729551000000111	Cerebral infarction due to occlusion of cerebral artery	ischaemic
2729571000000119	Cerebral infarction due to stenosis of cerebral artery	ischaemic
2901571000006113	Completed stroke	ischaemic
2954611000006112	Pars basalis haemorrhage	haemorrhagic
2954621000006116	Basilar hemorrhage	haemorrhagic
2954631000006118	Basilar haemorrhage	haemorrhagic
2954641000006111	Pars basalis hemorrhage	haemorrhagic
4193641000006111	Nonparalytic stroke	ischaemic
4270361000006116	Paralytic stroke	ischaemic
5009091000006112	Infarction of optic radiation	ischaemic
5898461000006119	Cerebellar haematoma	haemorrhagic
5898471000006114	Cerebellar hematoma	haemorrhagic
5912811000006111	Infarction of visual cortex	ischaemic
6431861000006113	Periventricular haemorrhagic venous infarct	ischaemic
6431871000006118	Periventricular hemorrhagic venous infarct	ischaemic
7134241000006113	Intraparenchymal haematoma of brain	haemorrhagic
7134251000006110	Intraparenchymal hematoma of brain	haemorrhagic
7363341000006119	Intraparenchymal haemorrhage of brain	haemorrhagic
7363351000006117	Intraparenchymal hemorrhage of brain	haemorrhagic
7386801000006119	Haemorrhage in globus pallidus	haemorrhagic
7386811000006116	Pallidal hemorrhage	haemorrhagic
7386821000006112	Pallidal haemorrhage	haemorrhagic
7386831000006110	Hemorrhage in globus pallidus	haemorrhagic
7386841000006117	Haemorrhage in caudate nucleus	haemorrhagic
7386851000006115	Hemorrhage in caudate nucleus	haemorrhagic
7386861000006118	Haemorrhage in putamen	haemorrhagic
7386871000006113	Hemorrhage in putamen	haemorrhagic
7572361000006118	Non-aneurysmal subarachnoid intracranial haemorrhage	haemorrhagic
7572371000006113	Non-aneurysmal subarachnoid intracranial hemorrhage	haemorrhagic
7572401000006111	Convexal subarachnoid haemorrhage	haemorrhagic
7572411000006114	Convexal subarachnoid hemorrhage	haemorrhagic
7586101000006114	Non-aneurysmal perimesencephalic subarachnoid haemorrhage	haemorrhagic
7586111000006112	Non-aneurysmal perimesencephalic subarachnoid hemorrhage	haemorrhagic
7834261000006115	Focal haemorrhagic contusion of cerebrum	haemorrhagic
7834271000006110	Focal hemorrhagic contusion of cerebrum	haemorrhagic
7839991000006115	Silent cerebral infarct	ischaemic
8221321000006118	Stroke and TIA	ischaemic
