snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
228341007#,Unable to abstain from drinking,AlcoholConsumptionLevel2,342395017#,1,1,2,4978771000006111#,Unable to abstain from drinking,^ESCTUN497877,NA,342395017,NA,31
228341007#,Unable to abstain from drinking (finding),AlcoholConsumptionLevel2,615918018#,1,1,2,4978771000006111#,Unable to abstain from drinking,^ESCTUN497877,NA,342395017,NA,31
228342000#,Unable to control drinking once started,AlcoholConsumptionLevel2,342396016#,1,1,2,4978781000006114#,Unable to control drinking once started,^ESCTUN497878,NA,342396016,NA,31
228342000#,Unable to control drinking once started (finding),AlcoholConsumptionLevel2,615919014#,1,1,2,4978781000006114#,Unable to control drinking once started,^ESCTUN497878,NA,342396016,NA,31
228343005#,Unable to control spontaneous drinking bouts,AlcoholConsumptionLevel2,342397013#,1,1,2,4978791000006112#,Unable to control spontaneous drinking bouts,^ESCTUN497879,NA,342397013,NA,31
228343005#,Unable to control spontaneous drinking bouts (finding),AlcoholConsumptionLevel2,615920015#,1,1,2,4978791000006112#,Unable to control spontaneous drinking bouts,^ESCTUN497879,NA,342397013,NA,31
228344004#,Unable to stop drinking before intoxication,AlcoholConsumptionLevel2,342398015#,1,1,2,4978801000006113#,Unable to stop drinking before intoxication,^ESCTUN497880,NA,342398015,NA,31
228344004#,Unable to stop drinking before intoxication (finding),AlcoholConsumptionLevel2,615921016#,1,1,2,4978801000006113#,Unable to stop drinking before intoxication,^ESCTUN497880,NA,342398015,NA,31
308692003#,Alcohol-induced flushing,AlcoholConsumptionLevel2,452014017#,1,1,2,5980921000006111#,Alcohol-induced flushes,^ESCTAL598092,NA,452015016,NA,31
308692003#,Alcohol-induced flushing,AlcoholConsumptionLevel2,452014017#,1,1,2,5980911000006115#,Alcohol-induced flushing,^ESCTAL598091,NA,452014017,NA,31
308692003#,Alcohol-induced flushes,AlcoholConsumptionLevel2,452015016#,1,1,2,5980921000006111#,Alcohol-induced flushes,^ESCTAL598092,NA,452015016,NA,31
308692003#,Alcohol-induced flushes,AlcoholConsumptionLevel2,452015016#,1,1,2,5980911000006115#,Alcohol-induced flushing,^ESCTAL598091,NA,452014017,NA,31
308692003#,Alcohol-induced flushing (disorder),AlcoholConsumptionLevel2,705197018#,1,1,2,5980921000006111#,Alcohol-induced flushes,^ESCTAL598092,NA,452015016,NA,31
308692003#,Alcohol-induced flushing (disorder),AlcoholConsumptionLevel2,705197018#,1,1,2,5980911000006115#,Alcohol-induced flushing,^ESCTAL598091,NA,452014017,NA,31
267026004#,Excessive fluid intake - finding,AlcoholConsumptionLevel2,397869015#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Excessive fluid intake - finding,AlcoholConsumptionLevel2,397869015#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Excessive fluid intake - finding,AlcoholConsumptionLevel2,397869015#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Excessive fluid intake - finding,AlcoholConsumptionLevel2,397869015#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Excessive fluid intake - finding,AlcoholConsumptionLevel2,397869015#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
267026004#,Drinks a lot - fluids,AlcoholConsumptionLevel2,397870019#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Drinks a lot - fluids,AlcoholConsumptionLevel2,397870019#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Drinks a lot - fluids,AlcoholConsumptionLevel2,397870019#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Drinks a lot - fluids,AlcoholConsumptionLevel2,397870019#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Drinks a lot - fluids,AlcoholConsumptionLevel2,397870019#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
267026004#,Cannot stop drinking,AlcoholConsumptionLevel2,397871015#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Cannot stop drinking,AlcoholConsumptionLevel2,397871015#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Cannot stop drinking,AlcoholConsumptionLevel2,397871015#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Cannot stop drinking,AlcoholConsumptionLevel2,397871015#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Cannot stop drinking,AlcoholConsumptionLevel2,397871015#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
267026004#,Drinks continuously,AlcoholConsumptionLevel2,397872010#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Drinks continuously,AlcoholConsumptionLevel2,397872010#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Drinks continuously,AlcoholConsumptionLevel2,397872010#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Drinks continuously,AlcoholConsumptionLevel2,397872010#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Drinks continuously,AlcoholConsumptionLevel2,397872010#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
267026004#,Finding of excessive fluid intake (finding),AlcoholConsumptionLevel2,659592015#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Finding of excessive fluid intake (finding),AlcoholConsumptionLevel2,659592015#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Finding of excessive fluid intake (finding),AlcoholConsumptionLevel2,659592015#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Finding of excessive fluid intake (finding),AlcoholConsumptionLevel2,659592015#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Finding of excessive fluid intake (finding),AlcoholConsumptionLevel2,659592015#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
267026004#,Finding of excessive fluid intake,AlcoholConsumptionLevel2,2763937015#,1,1,2,5497641000006113#,Drinks continuously,^ESCTDR549764,NA,397872010,NA,27
267026004#,Finding of excessive fluid intake,AlcoholConsumptionLevel2,2763937015#,1,1,2,5497631000006115#,Cannot stop drinking,^ESCTCA549763,NA,397871015,NA,27
267026004#,Finding of excessive fluid intake,AlcoholConsumptionLevel2,2763937015#,1,1,2,5497651000006110#,Finding of excessive fluid intake,^ESCTFI549765,NA,2763937015,NA,27
267026004#,Finding of excessive fluid intake,AlcoholConsumptionLevel2,2763937015#,1,1,2,217631000000113#,Excessive fluid intake - finding,1645,1645,397869015,NA,27
267026004#,Finding of excessive fluid intake,AlcoholConsumptionLevel2,2763937015#,1,1,2,5497621000006118#,Drinks a lot - fluids,^ESCTDR549762,NA,397870019,NA,27
273379002#,Comprehensive drinker profile,AlcoholConsumptionLevel2,408756010#,1,1,2,5549231000006112#,CDP - Comprehensive drinker profile,^ESCTCD554923,NA,408757018,NA,31
273379002#,Comprehensive drinker profile,AlcoholConsumptionLevel2,408756010#,1,1,2,5549221000006114#,Comprehensive drinker profile,^ESCTCO554922,NA,408756010,NA,31
273379002#,CDP - Comprehensive drinker profile,AlcoholConsumptionLevel2,408757018#,1,1,2,5549231000006112#,CDP - Comprehensive drinker profile,^ESCTCD554923,NA,408757018,NA,31
273379002#,CDP - Comprehensive drinker profile,AlcoholConsumptionLevel2,408757018#,1,1,2,5549221000006114#,Comprehensive drinker profile,^ESCTCO554922,NA,408756010,NA,31
273379002#,Comprehensive drinker profile (assessment scale),AlcoholConsumptionLevel2,666016012#,1,1,2,5549231000006112#,CDP - Comprehensive drinker profile,^ESCTCD554923,NA,408757018,NA,31
273379002#,Comprehensive drinker profile (assessment scale),AlcoholConsumptionLevel2,666016012#,1,1,2,5549221000006114#,Comprehensive drinker profile,^ESCTCO554922,NA,408756010,NA,31
442766007#,Alcohol in blood specimen above reference range,AlcoholConsumptionLevel2,2817392017#,1,1,2,7267761000006117#,Alcohol in blood specimen above reference range,^ESCTAL726776,NA,2817392017,NA,31
442766007#,Alcohol in blood specimen above reference range,AlcoholConsumptionLevel2,2817392017#,1,1,2,7267751000006119#,High alcohol level in blood,^ESCTHI726775,NA,2817393010,NA,31
442766007#,High alcohol level in blood,AlcoholConsumptionLevel2,2817393010#,1,1,2,7267761000006117#,Alcohol in blood specimen above reference range,^ESCTAL726776,NA,2817392017,NA,31
442766007#,High alcohol level in blood,AlcoholConsumptionLevel2,2817393010#,1,1,2,7267751000006119#,High alcohol level in blood,^ESCTHI726775,NA,2817393010,NA,31
442766007#,Alcohol in blood specimen above reference range (finding),AlcoholConsumptionLevel2,2817394016#,1,1,2,7267761000006117#,Alcohol in blood specimen above reference range,^ESCTAL726776,NA,2817392017,NA,31
442766007#,Alcohol in blood specimen above reference range (finding),AlcoholConsumptionLevel2,2817394016#,1,1,2,7267751000006119#,High alcohol level in blood,^ESCTHI726775,NA,2817393010,NA,31
35637008#,Alcohol rehabilitation,AlcoholConsumptionLevel2,59452011#,1,1,2,3073921000006112#,Alcohol rehabilitation,^ESCTAL307392,NA,59452011,NA,32
35637008#,Alcohol rehabilitation (regime/therapy)(procedure),AlcoholConsumptionLevel2,767298014#,1,1,2,3073921000006112#,Alcohol rehabilitation,^ESCTAL307392,NA,59452011,NA,32
35637008#,Alcohol rehabilitation (regime/therapy),AlcoholConsumptionLevel2,1457619014#,1,1,2,3073921000006112#,Alcohol rehabilitation,^ESCTAL307392,NA,59452011,NA,32
191801006#,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking),AlcoholConsumptionLevel2,295122012#,1,1,2,"NA#",NA,NA,NA,NA,NA,NA
191801006#,Alcohol problem drinking,AlcoholConsumptionLevel2,295124013#,1,1,2,"NA#",NA,NA,NA,NA,NA,NA
228317009#,Alcoholic binges exceeding safe amounts,AlcoholConsumptionLevel2,342371019#,1,1,2,4978481000006118#,Alcoholic binges exceeding safe amounts,^ESCTAL497848,NA,342371019,NA,31
228317009#,Alcoholic binges exceeding safe amounts (finding),AlcoholConsumptionLevel2,615892017#,1,1,2,4978481000006118#,Alcoholic binges exceeding safe amounts,^ESCTAL497848,NA,342371019,NA,31
228363003#,Feels drinking is out of control,AlcoholConsumptionLevel2,342422011#,1,1,2,4979041000006111#,Feels drinking is out of control,^ESCTFE497904,NA,342422011,NA,31
228363003#,Feels drinking is out of control (finding),AlcoholConsumptionLevel2,615942019#,1,1,2,4979041000006111#,Feels drinking is out of control,^ESCTFE497904,NA,342422011,NA,31
777631000000108#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1738341000000110#,Increasing risk drinking,136a,136a.00,174e13,NA,17
777651000000101#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1738381000000119#,Higher risk drinking,136c,136c.00,174e13,NA,17
198421000000108#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,299061000000117#,Hazardous alcohol use,136S,136S.00,299000000000000,NA,17
279651000000104#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,480271000000113#,Disqualified from driving due to excess alcohol,13ZY,13ZY.00,480000000000000,NA,17
801811000000100#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1792751000000118#,"Cycle of change stage, alcohol",67K6,67K6.00,179e13,NA,17
946101000000100#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,2419601000000110#,Specialist alcohol treatment service signposted,8CdK,8CdK.00,242e13,NA,32
379411000000105#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1704281000006117#,Brief intervention for excessive alcohol consumption declined,8IAF,8IAF.00,747000000000000,NA,32
380861000000109#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,750531000000113#,Declined referral to specialist alcohol treatment service,8IAJ,8IAJ.00,751000000000000,NA,32
781191000000101#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1746481000000112#,Referral to community alcohol team declined,8IEA,8IEA.00,175e13,NA,32
921441000000103#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,2364891000000111#,Hospital alcohol liaison team report received,9EVD,9EVD.00,236e13,NA,37
527961000000108#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,2534258017#,Alcohol counselling by other agencies,9k14,9k14.00,118e13,NA,37
527961000000108#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,8197801000006118#,Counselling about alcohol by other agencies,^ESCTCO819780,NA,118e13,NA,37
366371000000105#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1680121000006110#,Brief intervention for excessive alcohol consumption completed,9k1A,9k1A.00,692000000000000,NA,37
963261000000108#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1947501000006118#,Emergency department attendance related to personal alcohol consumption,9Nz9,9Nz9.00,245e13,NA,37
963281000000104#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,2454281000000112#,Hospital attendance related to personal alcohol consumption,9NzA,9NzA.00,245e13,NA,37
271982007#,Deliberate self poisoning,AlcoholConsumptionLevel2,407014015#,0,1,1,393861000006111#,[X]Intentional self poisoning by and exposure to alcohol,U209,U209.00,407014015,NA,32
271982007#,Self-administered intentional poisoning,AlcoholConsumptionLevel2,2793066011#,0,1,1,393861000006111#,[X]Intentional self poisoning by and exposure to alcohol,U209,U209.00,407014015,NA,32
271982007#,Intentional self poisoning (disorder),AlcoholConsumptionLevel2,2869396012#,0,1,1,393861000006111#,[X]Intentional self poisoning by and exposure to alcohol,U209,U209.00,407014015,NA,32
271982007#,Intentional self poisoning,AlcoholConsumptionLevel2,2871916017#,0,1,1,393861000006111#,[X]Intentional self poisoning by and exposure to alcohol,U209,U209.00,407014015,NA,32
471691000000107#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,12456651000006117#,[V]Alcohol rehabilitation,^ESCT1245665,NA,896000000000000,NA,32
471691000000107#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,460926018#,[V]Alcohol rehabilitation,ZV57A,ZV57A00,1e15,NA,32
933641000000103#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,1926131000006117#,Referral to mental health services deferred until alcohol misuse resolved,8W2,8W2..00,239e13,NA,32
166251000000100#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,236441000000113#,Alcohol misuse enhanced services administration,9k1,9k1..00,115e13,NA,37
206301000000105#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,8066881000006119#,Discussion about maternal wellbeing - alcohol,^ESCTDI806688,NA,317000000000000,NA,31
375941000000101#,NA,AlcoholConsumptionLevel2,"NA#",0,1,1,739501000000112#,Advised to contact primary care alcohol worker,8CAv,8CAv.00,740000000000000,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,500729017#,Alcohol causing toxic effect,SM0,SM0..00,500729017,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,324488015#,Other alcohol causing toxic effect,SM0y,SM0y.00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391351000006115#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at industrial and construction area",U2096,U209600,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391521000006119#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area",U2092,U209200,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391941000006118#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at home",U2090,U209000,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391951000006116#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence on farm",U2097,U209700,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,393321000006113#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at trade and service area",U2095,U209500,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,420981000006119#,"[X]Poisoning by and exposure to alcohol, occurrence at sports and athletics area, undetermined intent",U4093,U409300,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,420991000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area, undetermined intent",U4092,U409200,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,421531000006115#,"[X]Poisoning by and exposure to alcohol, occurrence at trade and service area, undetermined intent",U4095,U409500,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,421801000006113#,"[X]Poisoning by and exposure to alcohol, occurrence at unspecified place, undetermined intent",U409z,U409z00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391511000006110#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at other specified place",U209y,U209y00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,324489011#,Alcohol causing toxic effect NOS,SM0z,SM0z.00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,391501000006112#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at sports and athletics area",U2093,U209300,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,393311000006117#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence on street and highway",U2094,U209400,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,421381000006110#,"[X]Poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent",U409y,U409y00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,421791000006112#,"[X]Poisoning by and exposure to alcohol, occurrence in residential institution, undetermined intent",U4091,U409100,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,422131000006119#,"[X]Poisoning by and exposure to alcohol, occurrence on farm, undetermined intent",U4097,U409700,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,393591000006118#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence in residential institution",U2091,U209100,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,421521000006118#,"[X]Poisoning by and exposure to alcohol, occurrence on street and highway, undetermined intent",U4094,U409400,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,422121000006117#,"[X]Poisoning by and exposure to alcohol, occurrence at home, undetermined intent",U4090,U409000,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,991151000006114#,Alcohol NOS - toxic effect,SM0-98,SM0..98,991000000000000,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,899411000006110#,Toxic effects of alcohol,SM0-99,SM0..99,899000000000000,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,325596018#,Toxic effect of alcohol,SyuG0,SyuG000,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,393601000006114#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at unspecified place",U209z,U209z00,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,422381000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at industrial and construction area, undetermined intent",U4096,U409600,112060019,NA,32
67426006#,Toxic effect of alcohol,AlcoholConsumptionLevel2,112060019#,1,0,1,422801000006118#,"[X]Poisoning by and exposure to alcohol, undetermined intent",U409,U409.00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,500729017#,Alcohol causing toxic effect,SM0,SM0..00,500729017,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,324488015#,Other alcohol causing toxic effect,SM0y,SM0y.00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391351000006115#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at industrial and construction area",U2096,U209600,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391521000006119#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area",U2092,U209200,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391941000006118#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at home",U2090,U209000,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391951000006116#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence on farm",U2097,U209700,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,393321000006113#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at trade and service area",U2095,U209500,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,420981000006119#,"[X]Poisoning by and exposure to alcohol, occurrence at sports and athletics area, undetermined intent",U4093,U409300,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,420991000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area, undetermined intent",U4092,U409200,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,421531000006115#,"[X]Poisoning by and exposure to alcohol, occurrence at trade and service area, undetermined intent",U4095,U409500,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,421801000006113#,"[X]Poisoning by and exposure to alcohol, occurrence at unspecified place, undetermined intent",U409z,U409z00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391511000006110#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at other specified place",U209y,U209y00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,324489011#,Alcohol causing toxic effect NOS,SM0z,SM0z.00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,391501000006112#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at sports and athletics area",U2093,U209300,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,393311000006117#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence on street and highway",U2094,U209400,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,421381000006110#,"[X]Poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent",U409y,U409y00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,421791000006112#,"[X]Poisoning by and exposure to alcohol, occurrence in residential institution, undetermined intent",U4091,U409100,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,422131000006119#,"[X]Poisoning by and exposure to alcohol, occurrence on farm, undetermined intent",U4097,U409700,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,393591000006118#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence in residential institution",U2091,U209100,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,421521000006118#,"[X]Poisoning by and exposure to alcohol, occurrence on street and highway, undetermined intent",U4094,U409400,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,422121000006117#,"[X]Poisoning by and exposure to alcohol, occurrence at home, undetermined intent",U4090,U409000,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,991151000006114#,Alcohol NOS - toxic effect,SM0-98,SM0..98,991000000000000,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,899411000006110#,Toxic effects of alcohol,SM0-99,SM0..99,899000000000000,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,325596018#,Toxic effect of alcohol,SyuG0,SyuG000,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,393601000006114#,"[X]Intentional self poisoning by and exposure to alcohol, occurrence at unspecified place",U209z,U209z00,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,422381000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at industrial and construction area, undetermined intent",U4096,U409600,112060019,NA,32
67426006#,"Toxic effect of alcohol, NOS",AlcoholConsumptionLevel2,112061015#,1,0,1,422801000006118#,"[X]Poisoning by and exposure to alcohol, undetermined intent",U409,U409.00,112060019,NA,32
137956004#,Moderate drinker - 3-6u/day,AlcoholConsumptionLevel2,219168012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137964005#,Ex-moderate drinker - (3-6u/d),AlcoholConsumptionLevel2,219176014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137968008#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,219181017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137977001#,Moderate drinker,AlcoholConsumptionLevel2,219190012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
139104001#,Excessive fluid intake,AlcoholConsumptionLevel2,220616012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
140395006#,O/E - breath - alcohol smell,AlcoholConsumptionLevel2,222379013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
148262002#,Health education - alcohol,AlcoholConsumptionLevel2,232069010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151369009#,Alcohol leaflet given,AlcoholConsumptionLevel2,236017015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155714000#,Alcoholic gastritis,AlcoholConsumptionLevel2,242644014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155810001#,Acute alcoholic hepatitis,AlcoholConsumptionLevel2,242855012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155812009#,Alcoholic liver damage NOS,AlcoholConsumptionLevel2,242857016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
