snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId,qof
783441000000103#,NA,Active smoker,NA#,0,1,1,8244771000006117#,Stop smoking invitation second text message,^ESCTST824477,NA,1.75E+15,NA,37,1
783441000000103#,NA,Active smoker,NA#,0,1,1,1785681000006118#,Stop smoking invitation second short message service text message,9OOB1,9OOB100,1.75E+15,NA,37,1
783481000000106#,NA,Active smoker,NA#,0,1,1,8244791000006116#,Stop smoking invitation third text message,^ESCTST824479,NA,1.75E+15,NA,37,1
783481000000106#,NA,Active smoker,NA#,0,1,1,1785691000006115#,Stop smoking invitation third short message service text message,9OOB2,9OOB200,1.75E+15,NA,37,1
517211000000106#,NA,Ex-smoker,NA#,0,1,1,1151791000000117#,Recently stopped smoking,137K0,137K000,1.15E+15,NA,17,0
492191000000103#,NA,Ex-smoker,NA#,0,1,1,1059701000000119#,Ex roll-up cigarette smoker,137l,137l.00,1.06E+15,NA,17,1
374361000000100#,NA,Active smoker,NA#,0,1,1,736241000000116#,Smoking cessation enhanced services administration,9kc,9kc..00,1.15E+15,NA,37,0
864091000000103#,NA,Active smoker,NA#,0,1,1,8299271000006119#,Number of previous attempts to stop smoking,^ESCTNU829927,NA,2.23E+15,NA,31,0
203191000000107#,NA,Active smoker,NA#,0,1,1,8063181000006116#,Wants to stop smoking,^ESCTWA806318,NA,3.10E+14,NA,17,1
375911000000102#,NA,Active smoker,NA#,0,1,1,1704581000006119#,COPD structured smoking assessment declined,9kf2-1,9kf2.11,7.39E+14,NA,37,0
375911000000102#,NA,Active smoker,NA#,0,1,1,1704571000006117#,Chronic obstructive pulmonary disease structured smoking assessment declined,9kf2,9kf2.00,7.39E+14,NA,37,0
6368002#,Cigarette cough,Active smoker,11559015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
10729003#,Smoker's respiratory syndrome,Active smoker,18638011#,1,0,1,2670581000006114#,Smoker's respiratory syndrome,^ESCTSM267058,NA,18638011,NA,31,0
53896009#,Tolerant ex-smoker,Ex-smoker,89595016#,1,0,1,3374141000006117#,Tolerant ex-smoker,^ESCTTO337414,NA,89595016,NA,31,1
56578002#,Moderate smoker (20 or less per day),Active smoker,94089011#,1,0,1,3419101000006116#,Moderate smoker (20 or less per day),^ESCTMO341910,NA,94089011,NA,31,1
56771006#,Heavy smoker (over 20 per day),Active smoker,94417014#,1,0,1,3422221000006116#,Heavy smoker (over 20 per day),^ESCTHE342222,NA,94417014,NA,31,1
65909009#,Aggressive ex-smoker,Ex-smoker,109471017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
65909009#,Intolerant ex-smoker,Ex-smoker,109472012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
72524004#,Intolerant non-smoker,Non-smoker,120468010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
72524004#,Aggressive non-smoker,Non-smoker,120469019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
87739003#,Tolerant non-smoker,Non-smoker,145469012#,1,0,1,3926051000006118#,Tolerant non-smoker,^ESCTTO392605,NA,145469012,NA,31,0
105539002#,Non-smoker for personal reasons,Non-smoker,169634017#,1,0,1,4120281000006117#,Non-smoker for personal reasons,^ESCTNO412028,NA,169634017,NA,31,0
105540000#,Non-smoker for religious reasons,Non-smoker,169635016#,1,0,1,4120291000006119#,Non-smoker for religious reasons,^ESCTNO412029,NA,169635016,NA,31,0
105541001#,Non-smoker for medical reasons,Non-smoker,169636015#,1,0,1,4120301000006118#,Non-smoker for medical reasons,^ESCTNO412030,NA,169636015,NA,31,0
137981001#,Non-smoker,Non-smoker,219195019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137981001#,Smoker - amount smoked,Active smoker,219196018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137981001#,Tobacco consumption,Active smoker,219197010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137982008#,Never smoked tobacco,Non-smoker,219198017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137982008#,Non-smoker,Non-smoker,219199013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137982008#,Non-smoker (& [never smoked tobacco]),Non-smoker,219200011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137983003#,Trivial cigarette smoker (less than one cigarette/day),Active smoker,219201010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137984009#,Light cigarette smoker (1-9 cigs/day),Active smoker,219202015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137985005#,Moderate cigarette smoker (10-19 cigs/day),Active smoker,219203013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137986006#,Heavy cigarette smoker (20-39 cigs/day),Active smoker,219204019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137987002#,Very heavy cigarette smoker (40+ cigs/day),Active smoker,219205018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137988007#,Ex-trivial cigarette smoker (<1/day),Ex-smoker,219206017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137989004#,Ex-light cigarette smoker (1-9/day),Ex-smoker,219207014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137990008#,Ex-moderate cigarette smoker (10-19/day),Ex-smoker,219208016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137991007#,Ex-heavy cigarette smoker (20-39/day),Ex-smoker,219209012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137992000#,Ex-very heavy cigarette smoker (40+/day),Ex-smoker,219210019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137993005#,Keeps trying to stop smoking,Active smoker,219211015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137996002#,Ex-smoker - amount unknown,Ex-smoker,219214011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137997006#,Trying to give up smoking,Active smoker,219215012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137998001#,Pipe smoker,Active smoker,219216013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138000003#,Cigar smoker,Active smoker,219218014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138001004#,Stopped smoking,Ex-smoker,219219018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138002006#,Current non-smoker,Non-smoker,219220012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138003001#,Rolls own cigarettes,Active smoker,219221011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138004007#,Ex-pipe smoker,Ex-smoker,219222016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138005008#,Ex-cigar smoker,Ex-smoker,219223014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138006009#,Cigarette smoker,Active smoker,219224015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138007000#,Smoking started,Active smoker,219225019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138008005#,Smoker,Active smoker,219226018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138009002#,Ex-smoker,Ex-smoker,219227010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138010007#,Date ceased smoking,Ex-smoker,219228017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138012004#,Tobacco consumption NOS,Active smoker,219230015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
148261009#,Health education - smoking,Active smoker,232068019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
151361007#,Smoking cessation advice,Active smoker,236009011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
152100002#,Referral to stop-smoking clinic,Active smoker,236889013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Stop smoking monitoring admin: [monitoring] or [clinic],Active smoker,239134014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Stop smoking monitoring admin.,Active smoker,239135010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Anti-smoking monitoring admin.,Active smoker,239136011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Stop smoking clinic admin.,Active smoker,239137019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153968001#,Attends stop smoking monitoring,Active smoker,239138012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153969009#,Refuses stop smoking monitor,Active smoker,239139016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153970005#,Stop smoking monitor default,Active smoker,239140019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153971009#,Stop smoking monitoring first letter,Active smoker,239141015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153972002#,Stop smoking monitoring second letter,Active smoker,239142010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153973007#,Stop smoking monitoring third letter,Active smoker,239143017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153974001#,Stop smoking monitoring verbal invite,Active smoker,239144011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153975000#,Stop smoking monitoring telephone invite,Active smoker,239145012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153976004#,Stop smoking monitoring delete,Active smoker,239146013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153977008#,Stop smoking monitoring check done,Active smoker,239147016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153978003#,Stop smoking monitor admin.NOS,Active smoker,239148014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),Active smoker,242320017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,Smoker's cough,Active smoker,242321018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,Cough - smoker's,Active smoker,242323015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,Smokers' cough,Active smoker,242325010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160600008#,[Tobacco consumption] or [smoker - amount smoked],Active smoker,250349010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160600008#,Tobacco consumption,Active smoker,250350010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160600008#,Smoker - amount smoked,Active smoker,250351014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160602000#,(Trivial smoker - < 1 cig/day) or (occasional smoker),Active smoker,250355017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160602000#,Trivial smoker - < 1 cig/day,Active smoker,250356016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160602000#,Occasional smoker,Active smoker,250357013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160607006#,Ex-trivial smoker (<1/day),Ex-smoker,250363016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160608001#,Ex-light smoker (1-9/day),Ex-smoker,250364010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160609009#,Ex-moderate smoker (10-19/day),Ex-smoker,250365011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160610004#,Ex-heavy smoker (20-39/day),Ex-smoker,250366012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160611000#,Ex-very heavy smoker (40+/day),Ex-smoker,250367015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160615009#,Ex-smoker - amount unknown,Ex-smoker,250371017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160624000#,Ex-smoker,Ex-smoker,250384014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160627007#,Tobacco consumption NOS,Active smoker,250387019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171038002#,Health ed. - smoking,Active smoker,265070011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171038002#,Health education - smoking,Active smoker,265071010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171055003#,Pregnancy smoking advice,Active smoker,265092010#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Pregnancy smoking advice,Active smoker,265092010#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Pregnancy smoking advice,Active smoker,265092010#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
183090009#,Smoking cessation advice,Active smoker,283019012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
183871002#,Referral to stop-smoking clinic,Active smoker,284077014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
185790002#,Refuses stop smoking monitor,Active smoker,285792013#,1,0,1,12452041000006114#,Refuses stop smoking monitor,^ESCT1245204,NA,285792013,NA,31,0
225786009#,Smoker,Active smoker,339271017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
228484007#,Tobacco smoking behaviour,Active smoker,342569015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
228484007#,Tobacco smoking behavior,Active smoker,342570019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,Smokers' cough,Active smoker,396231011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,Smoker's cough,Active smoker,396233014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,Cough - smoker's,Active smoker,396234015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),Active smoker,396235019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
267123009#,Non-smoker,Non-smoker,398061018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
267123009#,Smoker - amount smoked,Active smoker,398062013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
267123009#,Tobacco consumption,Active smoker,398063015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
281080007#,Advice on smoking,Active smoker,418998012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
308511002#,Smoking monitoring call,Active smoker,451871018#,1,0,1,5979541000006112#,Smoking monitoring call,^ESCTSM597954,NA,451871018,NA,31,0
308512009#,Smoking monitoring status,Active smoker,451872013#,1,0,1,5979551000006114#,Smoking monitoring status,^ESCTSM597955,NA,451872013,NA,1,0
360890004#,Intolerant ex-smoker,Ex-smoker,476933013#,1,0,1,6217151000006116#,Intolerant ex-smoker,^ESCTIN621715,NA,476933013,NA,31,1
360900008#,Aggressive ex-smoker,Ex-smoker,476947012#,1,0,1,6217281000006116#,Aggressive ex-smoker,^ESCTAG621728,NA,476947012,NA,31,1
360907006#,Cessation of smoking,Ex-smoker,476955017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
360918006#,Aggressive non-smoker,Non-smoker,476968013#,1,0,1,6217461000006110#,Aggressive non-smoker,^ESCTAG621746,NA,476968013,NA,31,0
360929005#,Intolerant non-smoker,Non-smoker,476979015#,1,0,1,6217561000006111#,Intolerant non-smoker,^ESCTIN621756,NA,476979015,NA,31,0
365982000#,Tobacco smoking consumption - finding,Active smoker,489484014#,1,0,1,6282381000006110#,Finding of tobacco smoking consumption,^ESCTFI628238,NA,2770620010,NA,31,0
365982000#,Tobacco smoking consumption - finding,Active smoker,489484014#,1,0,1,6282371000006112#,Tobacco smoking consumption - finding,^ESCTTO628237,NA,489484014,NA,31,0
366916002#,Smoking reduced,Active smoker,490471010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
367141000#,Smoking reduced,Active smoker,490707011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137982008#,Non-smoker (& [never smoked tobacco]),Non-smoker,516393014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137983003#,Trivial cigarette smoker (less than one cigarette/day),Active smoker,516394015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137984009#,Light cigarette smoker (1-9 cigs/day),Active smoker,516395019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137985005#,Moderate cigarette smoker (10-19 cigs/day),Active smoker,516396018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137986006#,Heavy cigarette smoker (20-39 cigs/day),Active smoker,516398017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137987002#,Very heavy cigarette smoker (40+ cigs/day),Active smoker,516399013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137988007#,Ex-trivial cigarette smoker (<1/day),Ex-smoker,516400018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137989004#,Ex-light cigarette smoker (1-9/day),Ex-smoker,516401019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137990008#,Ex-moderate cigarette smoker (10-19/day),Ex-smoker,516402014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137991007#,Ex-heavy cigarette smoker (20-39/day),Ex-smoker,516403016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137992000#,Ex-very heavy cigarette smoker (40+/day),Ex-smoker,516404010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137993005#,Keeps trying to stop smoking,Active smoker,516405011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137996002#,Ex-smoker - amount unknown,Ex-smoker,516409017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137997006#,Trying to give up smoking,Active smoker,516410010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137998001#,Pipe smoker,Active smoker,516411014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138000003#,Cigar smoker,Active smoker,516413012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138001004#,Stopped smoking,Ex-smoker,516414018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138002006#,Current non-smoker,Non-smoker,516415017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138003001#,Rolls own cigarettes,Active smoker,516416016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138004007#,Ex-pipe smoker,Ex-smoker,516417013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138005008#,Ex-cigar smoker,Ex-smoker,516418015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138006009#,Cigarette smoker,Active smoker,516420017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138007000#,Smoking started,Active smoker,516421018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138008005#,Smoker,Active smoker,516422013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138009002#,Ex-smoker,Ex-smoker,516423015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138010007#,Date ceased smoking,Ex-smoker,516424014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138012004#,Tobacco consumption NOS,Active smoker,516426011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
148261009#,Health education - smoking,Active smoker,527802013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
148279008#,Pregnancy smoking advice,Active smoker,527823019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
151361007#,Smoking cessation advice,Active smoker,531243018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
152100002#,Referral to stop-smoking clinic,Active smoker,532063017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Stop smoking monitoring admin: [monitoring] or [clinic],Active smoker,534135016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153968001#,Attends stop smoking monitoring,Active smoker,534136015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153969009#,Refuses stop smoking monitor,Active smoker,534137012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153970005#,Stop smoking monitor default,Active smoker,534138019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153971009#,Stop smoking monitoring first letter,Active smoker,534139010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153972002#,Stop smoking monitoring second letter,Active smoker,534140012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153973007#,Stop smoking monitoring third letter,Active smoker,534141011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153974001#,Stop smoking monitoring verbal invite,Active smoker,534142016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153975000#,Stop smoking monitoring telephone invite,Active smoker,534143014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153976004#,Stop smoking monitoring delete,Active smoker,534145019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153977008#,Stop smoking monitoring check done,Active smoker,534146018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153978003#,Stop smoking monitor admin.NOS,Active smoker,534147010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),Active smoker,535911018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160600008#,[Tobacco consumption] or [smoker - amount smoked],Active smoker,541532012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160602000#,(Trivial smoker - < 1 cig/day) or (occasional smoker),Active smoker,541534013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160607006#,Ex-trivial smoker (<1/day) (life style),Ex-smoker,541540018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160608001#,Ex-light smoker (1-9/day) (life style),Ex-smoker,541541019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160609009#,Ex-moderate smoker (10-19/day) (life style),Ex-smoker,541542014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160610004#,Ex-heavy smoker (20-39/day) (life style),Ex-smoker,541543016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160611000#,Ex-very heavy smoker (40+/day) (life style),Ex-smoker,541544010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160615009#,Ex-smoker - amount unknown (life style),Ex-smoker,541548013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160624000#,Ex-smoker,Ex-smoker,541559016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160627007#,Tobacco consumption NOS (observable entity),Active smoker,541562018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171038002#,Health education - smoking (procedure),Active smoker,553056018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171055003#,Pregnancy smoking advice (procedure),Active smoker,553075011#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Pregnancy smoking advice (procedure),Active smoker,553075011#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Pregnancy smoking advice (procedure),Active smoker,553075011#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
183090009#,Smoking cessation advice,Active smoker,566532018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
183871002#,Referral to stop-smoking clinic,Active smoker,567401012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
185790002#,Refuses stop smoking monitor (finding),Active smoker,568823015#,1,0,1,12452041000006114#,Refuses stop smoking monitor,^ESCT1245204,NA,285792013,NA,31,0
105539002#,Non-smoker for personal reasons (life style),Non-smoker,572989012#,1,0,1,4120281000006117#,Non-smoker for personal reasons,^ESCTNO412028,NA,169634017,NA,31,0
105540000#,Non-smoker for religious reasons (life style),Non-smoker,572993018#,1,0,1,4120291000006119#,Non-smoker for religious reasons,^ESCTNO412029,NA,169635016,NA,31,0
105541001#,Non-smoker for medical reasons (life style),Non-smoker,573002014#,1,0,1,4120301000006118#,Non-smoker for medical reasons,^ESCTNO412030,NA,169636015,NA,31,0
225786009#,Smoker,Active smoker,613073016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
228484007#,Tobacco smoking behavior (observable entity),Active smoker,616076017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),Active smoker,658884011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
281080007#,Advice on smoking (procedure),Active smoker,674569018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
308511002#,Smoking monitoring call (procedure),Active smoker,705056011#,1,0,1,5979541000006112#,Smoking monitoring call,^ESCTSM597954,NA,451871018,NA,31,0
308512009#,Smoking monitoring status (finding),Active smoker,705057019#,1,0,1,5979551000006114#,Smoking monitoring status,^ESCTSM597955,NA,451872013,NA,1,0
360890004#,Intolerant ex-smoker (life style),Ex-smoker,741486015#,1,0,1,6217151000006116#,Intolerant ex-smoker,^ESCTIN621715,NA,476933013,NA,31,1
360900008#,Aggressive ex-smoker (life style),Ex-smoker,741507012#,1,0,1,6217281000006116#,Aggressive ex-smoker,^ESCTAG621728,NA,476947012,NA,31,1
360907006#,Cessation of smoking (life style),Ex-smoker,741525017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
360918006#,Aggressive non-smoker (life style),Non-smoker,741547017#,1,0,1,6217461000006110#,Aggressive non-smoker,^ESCTAG621746,NA,476968013,NA,31,0
360929005#,Intolerant non-smoker (life style),Non-smoker,741569012#,1,0,1,6217561000006111#,Intolerant non-smoker,^ESCTIN621756,NA,476979015,NA,31,0
366916002#,Smoking reduced,Active smoker,773499019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
367141000#,Smoking reduced,Active smoker,773750019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
53896009#,Tolerant ex-smoker (life style),Ex-smoker,792066013#,1,0,1,3374141000006117#,Tolerant ex-smoker,^ESCTTO337414,NA,89595016,NA,31,1
56578002#,Moderate smoker (20 or less per day) (life style),Active smoker,795105015#,1,0,1,3419101000006116#,Moderate smoker (20 or less per day),^ESCTMO341910,NA,94089011,NA,31,1
56771006#,Heavy smoker (over 20 per day) (life style),Active smoker,795320018#,1,0,1,3422221000006116#,Heavy smoker (over 20 per day),^ESCTHE342222,NA,94417014,NA,31,1
6368002#,Cigarette cough,Active smoker,802990013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
65909009#,Aggressive ex-smoker (life style) [Ambiguous],Ex-smoker,805464010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
87739003#,Tolerant non-smoker (life style),Non-smoker,830275011#,1,0,1,3926051000006118#,Tolerant non-smoker,^ESCTTO392605,NA,145469012,NA,31,0
228484007#,Smoking,Active smoker,1222986016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
360890004#,Intolerant ex-smoker (finding),Ex-smoker,1457656017#,1,0,1,6217151000006116#,Intolerant ex-smoker,^ESCTIN621715,NA,476933013,NA,31,1
360900008#,Aggressive ex-smoker (finding),Ex-smoker,1457657014#,1,0,1,6217281000006116#,Aggressive ex-smoker,^ESCTAG621728,NA,476947012,NA,31,1
360918006#,Aggressive non-smoker (finding),Non-smoker,1457659012#,1,0,1,6217461000006110#,Aggressive non-smoker,^ESCTAG621746,NA,476968013,NA,31,0
360929005#,Intolerant non-smoker (finding),Non-smoker,1457660019#,1,0,1,6217561000006111#,Intolerant non-smoker,^ESCTIN621756,NA,476979015,NA,31,0
384742004#,Smoking cessation assistance (regime/therapy),Active smoker,1458920015#,1,0,1,6427931000006116#,Smoking cessation assistance,^ESCTSM642793,NA,1479064018,NA,31,0
384742004#,Smoking cessation assistance (regime/therapy),Active smoker,1458920015#,1,0,1,11793611000006110#,Smoking cessation behaviour support,^ESCT1179361,NA,3513200015,NA,31,0
