snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
138678005#,Main spoken language Somali (finding),First Language Not English,2737198019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138447004#,Creole language (qualifier value),First Language Not English,2738150013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138663003#,Main spoken language Cantonese (finding),First Language Not English,2738522016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138670003#,Main spoken language Iba (finding),First Language Not English,2738523014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138671004#,Main spoken language Kutchi (finding),First Language Not English,2738524015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153703000#,Need for interpreter (finding),Non-English speaking,2739107013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153704006#,Interpreter needed (finding),Non-English speaking,2739108015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161407008#,Main spoken language Spanish (finding),First Language Not English,2739831017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161400005#,Main spoken language Kutchi (finding),First Language Not English,2739832012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153694008#,Presence of interpreter (finding),Non-English speaking,2740205016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153695009#,Interpreter present (finding),Non-English speaking,2740344014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138444006#,Vietnamese language (qualifier value),First Language Not English,2741309016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393657009#,Main spoken language Kurdish (finding),First Language Not English,2743221010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393659007#,Main spoken language Shona (finding),First Language Not English,2744173011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393658004#,Main spoken language Farsi (finding),First Language Not English,2746741014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161412009#,Main spoken language Yoruba (finding),First Language Not English,2748275019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161396005#,Main spoken language Gujerati (finding),First Language Not English,2748423014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161404001#,Main spoken language Punjabi (finding),First Language Not English,2748431016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138684008#,Main spoken language Yoruba (finding),First Language Not English,2748560011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138676009#,Main spoken language Punjabi (finding),First Language Not English,2748612018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161394008#,Main spoken language English (finding),First Language Not English,2751416014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138679002#,Main spoken language Spanish (finding),First Language Not English,2752171016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138666006#,Main spoken language French (finding),First Language Not English,2752186010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138668007#,Main spoken language Hausa (finding),First Language Not English,2752187018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161405000#,Main spoken language Russian (finding),First Language Not English,2752764015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161393002#,Main spoken language Czech (finding),First Language Not English,2752909017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161408003#,Main spoken language Swahili (finding),First Language Not English,2753655012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138443000#,World languages (qualifier value),First Language Not English,2753832012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392704007#,Main spoken language Shona (finding),First Language Not English,2756132016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138683002#,Main spoken language Urdu (finding),First Language Not English,2757835013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161409006#,Main spoken language Sylheti (finding),First Language Not English,2758203018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161406004#,Main spoken language Somali (finding),First Language Not English,2758212016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138669004#,Main spoken language Hindi (finding),First Language Not English,2758259011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161392007#,Main spoken language Cantonese (finding),First Language Not English,2758828015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161173002#,Vietnamese language (qualifier value),First Language Not English,2761827019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138674007#,Main spoken language Polish (finding),First Language Not English,2762516012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138664009#,Main spoken language Czech (finding),First Language Not English,2762517015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138677000#,Main spoken language Russian (finding),First Language Not English,2763367019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161174008#,Cantonese Chinese dialect (qualifier value),First Language Not English,2763786013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
439736001#,Language for which interpreter is needed,Non-English speaking,2795123016#,1,0,1,7227171000006118#,Language for which interpreter is needed,^ESCTLA722717,NA,2795123016,NA,31
445075008#,Request for language interpreter service (procedure),Non-English speaking,2869109016#,1,0,1,7302451000006118#,Request for language interpreter service,^ESCTRE730245,NA,2872008014,NA,31
736790000#,Interpreter booked (finding),Non-English speaking,3524907017#,1,0,1,1761221000000114#,Interpreter booked,9Ns,9Ns..00,3524908010,NA,37
736790000#,Interpreter booked,Non-English speaking,3524908010#,1,0,1,1761221000000114#,Interpreter booked,9Ns,9Ns..00,3524908010,NA,37
745664000#,Requires telephone language interpreter service (finding),Non-English speaking,3562878012#,1,0,1,3562879016#,Requires telephone language interpreter service,^ESCT1168495,NA,3562879016,NA,31
745664000#,Requires telephone language interpreter service,Non-English speaking,3562879016#,1,0,1,3562879016#,Requires telephone language interpreter service,^ESCT1168495,NA,3562879016,NA,31
